inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.9,2.15,sjs20026,0,0.0
2.0,2.25,sjs20026,1,0.0
2.1,2.35,sjs20026,2,0.0
2.2,2.45,sjs20026,3,0.0
2.3,2.55,sjs20026,4,0.0
2.4,2.65,sjs20026,5,0.0
2.5,2.75,sjs20026,6,0.0
2.6,2.85,sjs20026,7,0.0
2.7,2.95,sjs20026,8,0.25
2.8,3.05,sjs20026,9,0.65
2.9,3.15,sjs20026,10,0.88
3.4,3.65,sjs20026,11,0.0
3.5,3.75,sjs20026,12,0.0
3.6,3.85,sjs20026,13,0.31
3.7,3.95,sjs20026,14,0.16
3.8,4.05,sjs20026,15,0.94
3.9,4.15,sjs20026,16,0.0
4.0,4.25,sjs20026,17,0.56
4.1,4.35,sjs20026,18,0.16
4.2,4.45,sjs20026,19,0.0
4.3,4.55,sjs20026,20,0.0
4.4,4.65,sjs20026,21,0.0
4.5,4.75,sjs20026,22,0.0
4.6,4.85,sjs20026,23,0.0
4.7,4.95,sjs20026,24,0.24
4.8,5.05,sjs20026,25,0.0
4.9,5.15,sjs20026,26,0.48
5.0,5.25,sjs20026,27,0.08
5.1,5.35,sjs20026,28,0.03
5.2,5.45,sjs20026,29,0.43
5.3,5.55,sjs20026,30,0.0
5.4,5.65,sjs20026,31,0.72
5.5,5.75,sjs20026,32,0.0
5.6,5.85,sjs20026,33,0.48
6.2,6.45,sjs20026,34,0.16
6.3,6.55,sjs20026,35,0.56
6.4,6.65,sjs20026,36,0.0
6.5,6.75,sjs20026,37,0.34
6.6,6.85,sjs20026,38,0.0
6.7,6.95,sjs20026,39,0.0
6.8,7.05,sjs20026,40,0.0
6.9,7.15,sjs20026,41,0.0
7.0,7.25,sjs20026,42,0.07
7.1,7.35,sjs20026,43,0.47
7.2,7.45,sjs20026,44,0.0
7.3,7.55,sjs20026,45,0.4
8.4,8.65,sjs20026,46,0.31
8.5,8.75,sjs20026,47,0.0
8.6,8.85,sjs20026,48,0.61
8.7,8.95,sjs20026,49,0.08
8.8,9.05,sjs20026,50,0.68
8.9,9.15,sjs20026,51,0.0
9.0,9.25,sjs20026,52,0.52
9.1,9.35,sjs20026,53,0.12
9.2,9.45,sjs20026,54,0.0
9.3,9.55,sjs20026,55,0.0
9.4,9.65,sjs20026,56,0.0
9.5,9.75,sjs20026,57,0.1
9.6,9.85,sjs20026,58,0.5
9.7,9.95,sjs20026,59,0.0
9.8,10.05,sjs20026,60,0.52
9.9,10.15,sjs20026,61,0.12
10.0,10.25,sjs20026,62,0.0
10.1,10.35,sjs20026,63,0.0
10.2,10.45,sjs20026,64,0.23
10.3,10.55,sjs20026,65,0.63
10.4,10.65,sjs20026,66,0.66
10.5,10.75,sjs20026,67,0.26
10.6,10.85,sjs20026,68,0.0
10.7,10.95,sjs20026,69,0.0
10.8,11.05,sjs20026,70,0.0
10.9,11.15,sjs20026,71,0.06
11.0,11.25,sjs20026,72,0.46
11.1,11.35,sjs20026,73,0.0
11.2,11.45,sjs20026,74,0.24
11.3,11.55,sjs20026,75,0.0
11.4,11.65,sjs20026,76,0.0
11.5,11.75,sjs20026,77,0.0
11.6,11.85,sjs20026,78,0.0
11.7,11.95,sjs20026,79,0.0
12.1,12.35,sjs20026,80,0.0
12.2,12.45,sjs20026,81,0.0
12.3,12.55,sjs20026,82,0.0
13.8,14.05,sjs20026,83,0.0
13.9,14.15,sjs20026,84,0.0
14.0,14.25,sjs20026,85,0.0
14.1,14.35,sjs20026,86,0.0
14.2,14.45,sjs20026,87,0.0
14.3,14.55,sjs20026,88,0.0
14.4,14.65,sjs20026,89,0.0
14.5,14.75,sjs20026,90,0.0
14.6,14.85,sjs20026,91,0.0
14.7,14.95,sjs20026,92,0.0
14.8,15.05,sjs20026,93,0.0
14.9,15.15,sjs20026,94,0.0
15.3,15.55,sjs20026,95,0.65
15.4,15.65,sjs20026,96,0.25
15.5,15.75,sjs20026,97,0.0
15.6,15.85,sjs20026,98,0.0
15.7,15.95,sjs20026,99,0.0
15.8,16.05,sjs20026,100,0.0
15.9,16.15,sjs20026,101,0.0
16.6,16.85,sjs20026,102,0.29
16.7,16.95,sjs20026,103,0.0
16.8,17.05,sjs20026,104,0.44
16.9,17.15,sjs20026,105,0.04
17.0,17.25,sjs20026,106,0.0
17.5,17.75,sjs20026,107,0.0
17.6,17.85,sjs20026,108,0.32
17.7,17.95,sjs20026,109,0.0
18.1,18.35,sjs20026,110,0.0
18.2,18.45,sjs20026,111,0.0
19.1,19.35,sjs20026,112,0.0
19.2,19.45,sjs20026,113,0.0
19.3,19.55,sjs20026,114,0.0
19.7,19.95,sjs20026,115,0.0
19.8,20.05,sjs20026,116,0.0
19.9,20.15,sjs20026,117,0.0
20.0,20.25,sjs20026,118,0.0
20.1,20.35,sjs20026,119,0.0
20.2,20.45,sjs20026,120,0.0
21.1,21.35,sjs20026,121,0.0
21.2,21.45,sjs20026,122,0.0
21.3,21.55,sjs20026,123,0.0
21.4,21.65,sjs20026,124,0.0
21.5,21.75,sjs20026,125,0.0
21.6,21.85,sjs20026,126,0.0
21.7,21.95,sjs20026,127,0.0
21.8,22.05,sjs20026,128,0.0
21.9,22.15,sjs20026,129,0.0
22.0,22.25,sjs20026,130,0.0
22.1,22.35,sjs20026,131,0.04
22.2,22.45,sjs20026,132,0.44
22.3,22.55,sjs20026,133,0.0
22.4,22.65,sjs20026,134,0.56
22.5,22.75,sjs20026,135,0.16
22.6,22.85,sjs20026,136,0.0
22.7,22.95,sjs20026,137,0.0
22.8,23.05,sjs20026,138,0.29
22.9,23.15,sjs20026,139,0.69
23.0,23.25,sjs20026,140,1.0
23.1,23.35,sjs20026,141,1.0
23.6,23.85,sjs20026,142,1.0
23.7,23.95,sjs20026,143,0.78
23.8,24.05,sjs20026,144,0.38
23.9,24.15,sjs20026,145,0.0
24.0,24.25,sjs20026,146,0.0
24.1,24.35,sjs20026,147,0.1
24.2,24.45,sjs20026,148,0.0
24.3,24.55,sjs20026,149,0.24
24.4,24.65,sjs20026,150,0.03
24.5,24.75,sjs20026,151,0.69
24.6,24.85,sjs20026,152,0.7
24.7,24.95,sjs20026,153,0.84
24.8,25.05,sjs20026,154,0.44
24.9,25.15,sjs20026,155,0.04
25.0,25.25,sjs20026,156,0.0
25.1,25.35,sjs20026,157,0.0
25.2,25.45,sjs20026,158,0.0
25.3,25.55,sjs20026,159,0.0
26.8,27.05,sjs20026,160,0.0
26.9,27.15,sjs20026,161,0.0
27.0,27.25,sjs20026,162,0.0
27.1,27.35,sjs20026,163,0.0
27.2,27.45,sjs20026,164,0.0
27.3,27.55,sjs20026,165,0.0
27.4,27.65,sjs20026,166,0.0
27.5,27.75,sjs20026,167,0.01
27.6,27.85,sjs20026,168,0.0
27.7,27.95,sjs20026,169,0.0
27.8,28.05,sjs20026,170,0.18
27.9,28.15,sjs20026,171,0.42
28.0,28.25,sjs20026,172,0.82
28.1,28.35,sjs20026,173,0.61
28.2,28.45,sjs20026,174,0.21
28.3,28.55,sjs20026,175,0.0
28.4,28.65,sjs20026,176,0.0
28.5,28.75,sjs20026,177,0.0
28.6,28.85,sjs20026,178,0.0
28.7,28.95,sjs20026,179,0.13
28.8,29.05,sjs20026,180,0.53
28.9,29.15,sjs20026,181,0.0
29.0,29.25,sjs20026,182,0.67
29.1,29.35,sjs20026,183,0.67
29.2,29.45,sjs20026,184,0.81
29.3,29.55,sjs20026,185,0.41
30.2,30.45,sjs20026,186,0.0
30.3,30.55,sjs20026,187,0.0
30.4,30.65,sjs20026,188,0.0
30.5,30.75,sjs20026,189,0.0
30.6,30.85,sjs20026,190,0.0
30.7,30.95,sjs20026,191,0.0
30.8,31.05,sjs20026,192,0.0
30.9,31.15,sjs20026,193,0.0
31.0,31.25,sjs20026,194,0.0
31.1,31.35,sjs20026,195,0.0
31.2,31.45,sjs20026,196,0.0
31.3,31.55,sjs20026,197,0.11
31.4,31.65,sjs20026,198,0.51
31.5,31.75,sjs20026,199,0.0
31.6,31.85,sjs20026,200,0.36
31.7,31.95,sjs20026,201,0.48
33.2,33.45,sjs20026,202,0.0
33.3,33.55,sjs20026,203,0.0
33.4,33.65,sjs20026,204,0.0
33.5,33.75,sjs20026,205,0.0
34.0,34.25,sjs20026,206,0.56
34.1,34.35,sjs20026,207,0.16
34.2,34.45,sjs20026,208,0.0
34.3,34.55,sjs20026,209,0.0
34.4,34.65,sjs20026,210,0.0
34.5,34.75,sjs20026,211,0.0
34.6,34.85,sjs20026,212,0.32
34.7,34.95,sjs20026,213,0.0
34.8,35.05,sjs20026,214,0.57
34.9,35.15,sjs20026,215,0.24
35.0,35.25,sjs20026,216,0.47
35.1,35.35,sjs20026,217,0.87
36.1,36.35,sjs20026,218,0.0
36.2,36.45,sjs20026,219,0.0
36.3,36.55,sjs20026,220,0.0
36.4,36.65,sjs20026,221,0.0
36.5,36.75,sjs20026,222,0.0
36.6,36.85,sjs20026,223,0.0
36.7,36.95,sjs20026,224,0.0
36.8,37.05,sjs20026,225,0.0
36.9,37.15,sjs20026,226,0.0
37.0,37.25,sjs20026,227,0.31
37.1,37.35,sjs20026,228,0.0
37.2,37.45,sjs20026,229,0.44
37.3,37.55,sjs20026,230,0.04
37.4,37.65,sjs20026,231,0.03
37.5,37.75,sjs20026,232,0.43
37.6,37.85,sjs20026,233,0.0
37.7,37.95,sjs20026,234,0.6
37.8,38.05,sjs20026,235,0.6
37.9,38.15,sjs20026,236,0.0
38.0,38.25,sjs20026,237,0.44
38.1,38.35,sjs20026,238,0.04
38.2,38.45,sjs20026,239,0.0
38.3,38.55,sjs20026,240,0.0
38.4,38.65,sjs20026,241,0.0
38.5,38.75,sjs20026,242,0.0
38.6,38.85,sjs20026,243,0.0
38.7,38.95,sjs20026,244,0.12
38.8,39.05,sjs20026,245,0.52
43.7,43.95,sjs20026,246,0.0
43.8,44.05,sjs20026,247,0.0
43.9,44.15,sjs20026,248,0.0
44.5,44.75,sjs20026,249,0.59
44.6,44.85,sjs20026,250,0.19
44.7,44.95,sjs20026,251,0.0
44.8,45.05,sjs20026,252,0.0
44.9,45.15,sjs20026,253,0.0
45.0,45.25,sjs20026,254,0.08
45.1,45.35,sjs20026,255,0.48
45.2,45.45,sjs20026,256,0.0
45.3,45.55,sjs20026,257,0.31
45.4,45.65,sjs20026,258,0.26
45.5,45.75,sjs20026,259,0.0
45.6,45.85,sjs20026,260,0.43
45.7,45.95,sjs20026,261,0.03
45.8,46.05,sjs20026,262,0.0
45.9,46.15,sjs20026,263,0.0
46.0,46.25,sjs20026,264,0.0
46.1,46.35,sjs20026,265,0.0
46.2,46.45,sjs20026,266,0.0
46.3,46.55,sjs20026,267,0.0
46.4,46.65,sjs20026,268,0.0
47.6,47.85,sjs20026,269,0.0
47.7,47.95,sjs20026,270,0.29
47.8,48.05,sjs20026,271,0.0
47.9,48.15,sjs20026,272,0.43
48.0,48.25,sjs20026,273,0.03
48.1,48.35,sjs20026,274,0.0
48.2,48.45,sjs20026,275,0.0
48.3,48.55,sjs20026,276,0.0
48.4,48.65,sjs20026,277,0.0
48.5,48.75,sjs20026,278,0.0
48.6,48.85,sjs20026,279,0.0
