inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
5.4,5.65,sjs20024,0,0.0
5.5,5.75,sjs20024,1,0.0
5.6,5.85,sjs20024,2,0.0
5.7,5.95,sjs20024,3,0.0
5.8,6.05,sjs20024,4,0.0
5.9,6.15,sjs20024,5,0.0
6.0,6.25,sjs20024,6,0.0
6.1,6.35,sjs20024,7,0.0
6.2,6.45,sjs20024,8,0.0
6.3,6.55,sjs20024,9,0.0
6.4,6.65,sjs20024,10,0.0
6.5,6.75,sjs20024,11,0.0
6.6,6.85,sjs20024,12,0.0
6.7,6.95,sjs20024,13,0.12
6.8,7.05,sjs20024,14,0.52
6.9,7.15,sjs20024,15,0.92
7.0,7.25,sjs20024,16,0.76
7.1,7.35,sjs20024,17,0.36
7.2,7.45,sjs20024,18,0.0
7.3,7.55,sjs20024,19,0.0
7.4,7.65,sjs20024,20,0.0
7.5,7.75,sjs20024,21,0.0
7.6,7.85,sjs20024,22,0.0
7.7,7.95,sjs20024,23,0.21
7.8,8.05,sjs20024,24,0.0
7.9,8.15,sjs20024,25,0.94
8.0,8.25,sjs20024,26,0.94
8.1,8.35,sjs20024,27,1.0
8.2,8.45,sjs20024,28,0.78
8.3,8.55,sjs20024,29,0.38
8.4,8.65,sjs20024,30,0.0
8.5,8.75,sjs20024,31,0.0
8.6,8.85,sjs20024,32,0.0
8.7,8.95,sjs20024,33,0.29
8.8,9.05,sjs20024,34,0.0
8.9,9.15,sjs20024,35,0.32
9.0,9.25,sjs20024,36,0.0
9.1,9.35,sjs20024,37,0.0
9.2,9.45,sjs20024,38,0.1
9.3,9.55,sjs20024,39,0.5
9.4,9.65,sjs20024,40,0.0
9.5,9.75,sjs20024,41,0.65
9.6,9.85,sjs20024,42,0.0
9.7,9.95,sjs20024,43,0.58
9.8,10.05,sjs20024,44,0.18
9.9,10.15,sjs20024,45,0.0
10.0,10.25,sjs20024,46,0.0
10.1,10.35,sjs20024,47,0.0
10.2,10.45,sjs20024,48,0.4
10.3,10.55,sjs20024,49,0.8
10.4,10.65,sjs20024,50,0.7
10.5,10.75,sjs20024,51,0.3
10.6,10.85,sjs20024,52,0.0
10.7,10.95,sjs20024,53,0.0
10.8,11.05,sjs20024,54,0.0
10.9,11.15,sjs20024,55,0.0
11.0,11.25,sjs20024,56,0.0
11.1,11.35,sjs20024,57,0.24
11.2,11.45,sjs20024,58,0.64
11.3,11.55,sjs20024,59,0.8
11.4,11.65,sjs20024,60,0.4
11.5,11.75,sjs20024,61,0.0
12.5,12.75,sjs20024,62,0.0
12.6,12.85,sjs20024,63,0.2
12.7,12.95,sjs20024,64,0.15
12.8,13.05,sjs20024,65,0.7
12.9,13.15,sjs20024,66,0.7
13.0,13.25,sjs20024,67,0.82
13.1,13.35,sjs20024,68,0.42
13.2,13.45,sjs20024,69,0.02
13.3,13.55,sjs20024,70,0.0
13.4,13.65,sjs20024,71,0.0
13.5,13.75,sjs20024,72,0.0
13.6,13.85,sjs20024,73,0.0
13.7,13.95,sjs20024,74,0.3
13.8,14.05,sjs20024,75,0.7
13.9,14.15,sjs20024,76,1.0
14.0,14.25,sjs20024,77,0.6
14.1,14.35,sjs20024,78,0.2
14.2,14.45,sjs20024,79,0.0
14.3,14.55,sjs20024,80,0.01
14.4,14.65,sjs20024,81,0.41
14.5,14.75,sjs20024,82,0.0
14.6,14.85,sjs20024,83,0.42
14.7,14.95,sjs20024,84,0.02
14.8,15.05,sjs20024,85,0.0
14.9,15.15,sjs20024,86,0.0
15.0,15.25,sjs20024,87,0.0
15.1,15.35,sjs20024,88,0.22
15.2,15.45,sjs20024,89,0.0
15.3,15.55,sjs20024,90,0.42
15.4,15.65,sjs20024,91,0.02
15.5,15.75,sjs20024,92,0.0
15.6,15.85,sjs20024,93,0.0
15.7,15.95,sjs20024,94,0.0
15.8,16.05,sjs20024,95,0.0
15.9,16.15,sjs20024,96,0.0
16.0,16.25,sjs20024,97,0.0
16.1,16.35,sjs20024,98,0.0
16.2,16.45,sjs20024,99,0.0
17.2,17.45,sjs20024,100,0.0
17.3,17.55,sjs20024,101,0.0
17.4,17.65,sjs20024,102,0.0
17.5,17.75,sjs20024,103,0.0
17.6,17.85,sjs20024,104,0.0
17.7,17.95,sjs20024,105,0.0
17.8,18.05,sjs20024,106,0.0
17.9,18.15,sjs20024,107,0.0
18.0,18.25,sjs20024,108,0.0
18.1,18.35,sjs20024,109,0.0
18.2,18.45,sjs20024,110,0.0
18.3,18.55,sjs20024,111,0.0
18.4,18.65,sjs20024,112,0.0
18.5,18.75,sjs20024,113,0.14
18.6,18.85,sjs20024,114,0.54
18.7,18.95,sjs20024,115,0.0
18.8,19.05,sjs20024,116,0.38
18.9,19.15,sjs20024,117,0.0
19.0,19.25,sjs20024,118,0.0
19.1,19.35,sjs20024,119,0.0
19.2,19.45,sjs20024,120,0.0
19.3,19.55,sjs20024,121,0.0
19.4,19.65,sjs20024,122,0.0
19.5,19.75,sjs20024,123,0.0
19.6,19.85,sjs20024,124,0.0
20.0,20.25,sjs20024,125,0.0
20.1,20.35,sjs20024,126,0.06
20.2,20.45,sjs20024,127,0.46
20.3,20.55,sjs20024,128,0.0
20.4,20.65,sjs20024,129,0.21
20.5,20.75,sjs20024,130,0.0
20.6,20.85,sjs20024,131,0.0
20.7,20.95,sjs20024,132,0.0
20.8,21.05,sjs20024,133,0.39
20.9,21.15,sjs20024,134,0.79
21.0,21.25,sjs20024,135,0.67
21.1,21.35,sjs20024,136,0.27
21.2,21.45,sjs20024,137,0.0
21.3,21.55,sjs20024,138,0.0
21.4,21.65,sjs20024,139,0.0
21.5,21.75,sjs20024,140,0.0
21.6,21.85,sjs20024,141,0.0
21.7,21.95,sjs20024,142,0.0
21.8,22.05,sjs20024,143,0.0
22.7,22.95,sjs20024,144,0.0
22.8,23.05,sjs20024,145,0.0
22.9,23.15,sjs20024,146,0.0
23.0,23.25,sjs20024,147,0.0
23.1,23.35,sjs20024,148,0.0
23.2,23.45,sjs20024,149,0.0
23.3,23.55,sjs20024,150,0.0
23.4,23.65,sjs20024,151,0.0
23.5,23.75,sjs20024,152,0.0
23.6,23.85,sjs20024,153,0.0
23.7,23.95,sjs20024,154,0.0
23.8,24.05,sjs20024,155,0.0
23.9,24.15,sjs20024,156,0.0
24.0,24.25,sjs20024,157,0.0
24.1,24.35,sjs20024,158,0.0
24.2,24.45,sjs20024,159,0.0
24.3,24.55,sjs20024,160,0.0
24.4,24.65,sjs20024,161,0.0
24.5,24.75,sjs20024,162,0.0
24.6,24.85,sjs20024,163,0.0
24.7,24.95,sjs20024,164,0.0
24.8,25.05,sjs20024,165,0.0
24.9,25.15,sjs20024,166,0.0
25.0,25.25,sjs20024,167,0.0
25.1,25.35,sjs20024,168,0.0
25.2,25.45,sjs20024,169,0.0
25.3,25.55,sjs20024,170,0.19
25.4,25.65,sjs20024,171,0.59
25.5,25.75,sjs20024,172,0.0
25.6,25.85,sjs20024,173,0.46
25.7,25.95,sjs20024,174,0.06
25.8,26.05,sjs20024,175,0.0
25.9,26.15,sjs20024,176,0.0
26.0,26.25,sjs20024,177,0.21
26.1,26.35,sjs20024,178,0.61
26.2,26.45,sjs20024,179,1.0
26.3,26.55,sjs20024,180,1.0
26.4,26.65,sjs20024,181,0.99
27.4,27.65,sjs20024,182,1.0
27.5,27.75,sjs20024,183,1.0
27.6,27.85,sjs20024,184,0.75
27.7,27.95,sjs20024,185,0.35
27.8,28.05,sjs20024,186,0.0
27.9,28.15,sjs20024,187,0.0
28.0,28.25,sjs20024,188,0.2
28.1,28.35,sjs20024,189,0.1
28.2,28.45,sjs20024,190,0.32
28.3,28.55,sjs20024,191,0.09
28.4,28.65,sjs20024,192,0.63
28.5,28.75,sjs20024,193,0.0
28.6,28.85,sjs20024,194,0.5
28.7,28.95,sjs20024,195,0.1
28.8,29.05,sjs20024,196,0.0
28.9,29.15,sjs20024,197,0.0
29.0,29.25,sjs20024,198,0.0
30.4,30.65,sjs20024,199,0.0
30.5,30.75,sjs20024,200,0.0
30.6,30.85,sjs20024,201,0.0
30.7,30.95,sjs20024,202,0.0
30.8,31.05,sjs20024,203,0.0
30.9,31.15,sjs20024,204,0.0
31.0,31.25,sjs20024,205,0.0
31.1,31.35,sjs20024,206,0.0
31.2,31.45,sjs20024,207,0.0
31.3,31.55,sjs20024,208,0.22
31.4,31.65,sjs20024,209,0.62
31.5,31.75,sjs20024,210,0.7
31.6,31.85,sjs20024,211,0.3
31.7,31.95,sjs20024,212,0.25
31.8,32.05,sjs20024,213,0.65
31.9,32.15,sjs20024,214,1.0
32.0,32.25,sjs20024,215,0.64
32.1,32.35,sjs20024,216,0.24
32.2,32.45,sjs20024,217,0.0
32.3,32.55,sjs20024,218,0.0
32.4,32.65,sjs20024,219,0.0
32.5,32.75,sjs20024,220,0.0
32.6,32.85,sjs20024,221,0.0
32.7,32.95,sjs20024,222,0.0
32.8,33.05,sjs20024,223,0.24
32.9,33.15,sjs20024,224,0.64
33.0,33.25,sjs20024,225,0.74
33.1,33.35,sjs20024,226,0.51
33.2,33.45,sjs20024,227,0.58
33.3,33.55,sjs20024,228,0.98
33.4,33.65,sjs20024,229,0.82
33.5,33.75,sjs20024,230,0.42
34.4,34.65,sjs20024,231,0.0
34.5,34.75,sjs20024,232,0.0
34.6,34.85,sjs20024,233,0.0
34.7,34.95,sjs20024,234,0.0
34.8,35.05,sjs20024,235,0.0
34.9,35.15,sjs20024,236,0.0
35.0,35.25,sjs20024,237,0.0
35.1,35.35,sjs20024,238,0.0
35.2,35.45,sjs20024,239,0.0
35.3,35.55,sjs20024,240,0.0
35.4,35.65,sjs20024,241,0.0
35.5,35.75,sjs20024,242,0.0
35.6,35.85,sjs20024,243,0.0
35.7,35.95,sjs20024,244,0.26
35.8,36.05,sjs20024,245,0.0
35.9,36.15,sjs20024,246,0.4
36.0,36.25,sjs20024,247,0.3
36.1,36.35,sjs20024,248,0.7
36.2,36.45,sjs20024,249,0.7
36.3,36.55,sjs20024,250,0.3
36.4,36.65,sjs20024,251,0.0
36.5,36.75,sjs20024,252,0.0
36.6,36.85,sjs20024,253,0.0
36.7,36.95,sjs20024,254,0.0
36.8,37.05,sjs20024,255,0.05
36.9,37.15,sjs20024,256,0.45
37.0,37.25,sjs20024,257,0.85
37.1,37.35,sjs20024,258,0.86
37.2,37.45,sjs20024,259,0.46
