inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
2.1,2.35,sjs20040,0,0.0
2.2,2.45,sjs20040,1,0.0
2.3,2.55,sjs20040,2,0.0
2.4,2.65,sjs20040,3,0.0
2.5,2.75,sjs20040,4,0.0
2.6,2.85,sjs20040,5,0.0
2.7,2.95,sjs20040,6,0.0
2.8,3.05,sjs20040,7,0.0
2.9,3.15,sjs20040,8,0.0
3.0,3.25,sjs20040,9,0.22
3.1,3.35,sjs20040,10,0.62
3.2,3.45,sjs20040,11,0.98
3.3,3.55,sjs20040,12,0.58
3.7,3.95,sjs20040,13,0.0
3.8,4.05,sjs20040,14,0.0
3.9,4.15,sjs20040,15,0.09
4.0,4.25,sjs20040,16,0.49
4.1,4.35,sjs20040,17,0.08
4.2,4.45,sjs20040,18,0.86
4.3,4.55,sjs20040,19,0.0
4.4,4.65,sjs20040,20,0.5
4.5,4.75,sjs20040,21,0.1
4.6,4.85,sjs20040,22,0.0
4.7,4.95,sjs20040,23,0.0
4.8,5.05,sjs20040,24,0.0
4.9,5.15,sjs20040,25,0.0
5.0,5.25,sjs20040,26,0.0
5.1,5.35,sjs20040,27,0.18
5.2,5.45,sjs20040,28,0.0
5.3,5.55,sjs20040,29,0.26
5.4,5.65,sjs20040,30,0.0
5.5,5.75,sjs20040,31,0.72
5.6,5.85,sjs20040,32,0.72
5.7,5.95,sjs20040,33,0.74
5.8,6.05,sjs20040,34,0.34
6.2,6.45,sjs20040,35,0.06
6.3,6.55,sjs20040,36,0.46
6.4,6.65,sjs20040,37,0.0
6.5,6.75,sjs20040,38,0.5
6.6,6.85,sjs20040,39,0.1
6.7,6.95,sjs20040,40,0.0
6.8,7.05,sjs20040,41,0.0
6.9,7.15,sjs20040,42,0.0
7.0,7.25,sjs20040,43,0.26
7.1,7.35,sjs20040,44,0.0
7.2,7.45,sjs20040,45,0.58
7.3,7.55,sjs20040,46,0.18
8.0,8.25,sjs20040,47,0.0
8.1,8.35,sjs20040,48,0.22
8.2,8.45,sjs20040,49,0.02
8.3,8.55,sjs20040,50,0.76
8.4,8.65,sjs20040,51,0.0
8.5,8.75,sjs20040,52,0.5
8.6,8.85,sjs20040,53,0.1
8.7,8.95,sjs20040,54,0.0
8.8,9.05,sjs20040,55,0.0
8.9,9.15,sjs20040,56,0.0
9.0,9.25,sjs20040,57,0.3
9.1,9.35,sjs20040,58,0.7
9.2,9.45,sjs20040,59,0.66
9.3,9.55,sjs20040,60,0.26
9.4,9.65,sjs20040,61,0.0
9.5,9.75,sjs20040,62,0.02
9.6,9.85,sjs20040,63,0.42
9.7,9.95,sjs20040,64,0.0
9.8,10.05,sjs20040,65,0.5
9.9,10.15,sjs20040,66,0.1
10.0,10.25,sjs20040,67,0.0
10.1,10.35,sjs20040,68,0.0
10.2,10.45,sjs20040,69,0.09
10.3,10.55,sjs20040,70,0.49
10.4,10.65,sjs20040,71,0.0
10.5,10.75,sjs20040,72,0.22
10.6,10.85,sjs20040,73,0.0
10.7,10.95,sjs20040,74,0.0
10.8,11.05,sjs20040,75,0.0
10.9,11.15,sjs20040,76,0.0
11.0,11.25,sjs20040,77,0.0
11.1,11.35,sjs20040,78,0.0
11.2,11.45,sjs20040,79,0.0
11.3,11.55,sjs20040,80,0.0
11.4,11.65,sjs20040,81,0.0
12.2,12.45,sjs20040,82,0.0
12.3,12.55,sjs20040,83,0.0
12.4,12.65,sjs20040,84,0.0
12.5,12.75,sjs20040,85,0.0
12.6,12.85,sjs20040,86,0.0
12.7,12.95,sjs20040,87,0.0
12.8,13.05,sjs20040,88,0.0
12.9,13.15,sjs20040,89,0.0
13.0,13.25,sjs20040,90,0.0
13.1,13.35,sjs20040,91,0.0
13.2,13.45,sjs20040,92,0.14
13.3,13.55,sjs20040,93,0.54
13.4,13.65,sjs20040,94,0.0
13.5,13.75,sjs20040,95,0.3
13.6,13.85,sjs20040,96,0.0
13.7,13.95,sjs20040,97,0.0
13.8,14.05,sjs20040,98,0.0
13.9,14.15,sjs20040,99,0.0
14.6,14.85,sjs20040,100,0.46
14.7,14.95,sjs20040,101,0.0
14.8,15.05,sjs20040,102,0.22
14.9,15.15,sjs20040,103,0.0
15.0,15.25,sjs20040,104,0.0
15.4,15.65,sjs20040,105,0.38
15.5,15.75,sjs20040,106,0.0
15.6,15.85,sjs20040,107,0.0
15.7,15.95,sjs20040,108,0.0
15.8,16.05,sjs20040,109,0.0
15.9,16.15,sjs20040,110,0.0
16.0,16.25,sjs20040,111,0.0
16.1,16.35,sjs20040,112,0.0
16.2,16.45,sjs20040,113,0.0
16.3,16.55,sjs20040,114,0.0
16.4,16.65,sjs20040,115,0.0
16.5,16.75,sjs20040,116,0.0
16.6,16.85,sjs20040,117,0.0
16.7,16.95,sjs20040,118,0.0
16.8,17.05,sjs20040,119,0.0
16.9,17.15,sjs20040,120,0.0
17.0,17.25,sjs20040,121,0.0
17.1,17.35,sjs20040,122,0.0
17.2,17.45,sjs20040,123,0.0
17.9,18.15,sjs20040,124,0.0
18.0,18.25,sjs20040,125,0.0
18.1,18.35,sjs20040,126,0.0
18.2,18.45,sjs20040,127,0.0
18.3,18.55,sjs20040,128,0.0
18.4,18.65,sjs20040,129,0.0
18.5,18.75,sjs20040,130,0.0
18.6,18.85,sjs20040,131,0.0
18.7,18.95,sjs20040,132,0.26
18.8,19.05,sjs20040,133,0.66
18.9,19.15,sjs20040,134,0.7
19.0,19.25,sjs20040,135,0.3
19.1,19.35,sjs20040,136,0.0
19.2,19.45,sjs20040,137,0.0
19.3,19.55,sjs20040,138,0.02
19.4,19.65,sjs20040,139,0.42
19.5,19.75,sjs20040,140,0.82
19.6,19.85,sjs20040,141,1.0
19.7,19.95,sjs20040,142,1.0
19.8,20.05,sjs20040,143,0.86
19.9,20.15,sjs20040,144,0.46
20.0,20.25,sjs20040,145,0.06
20.1,20.35,sjs20040,146,0.34
20.2,20.45,sjs20040,147,0.74
20.3,20.55,sjs20040,148,1.0
20.4,20.65,sjs20040,149,0.82
20.5,20.75,sjs20040,150,0.42
20.6,20.85,sjs20040,151,0.02
20.7,20.95,sjs20040,152,0.0
20.8,21.05,sjs20040,153,0.0
20.9,21.15,sjs20040,154,0.1
21.0,21.25,sjs20040,155,0.06
21.1,21.35,sjs20040,156,0.3
21.2,21.45,sjs20040,157,0.06
21.3,21.55,sjs20040,158,0.5
21.4,21.65,sjs20040,159,0.1
21.5,21.75,sjs20040,160,0.0
21.6,21.85,sjs20040,161,0.0
22.6,22.85,sjs20040,162,0.0
22.7,22.95,sjs20040,163,0.0
22.8,23.05,sjs20040,164,0.0
22.9,23.15,sjs20040,165,0.0
23.0,23.25,sjs20040,166,0.0
23.1,23.35,sjs20040,167,0.0
23.2,23.45,sjs20040,168,0.0
23.3,23.55,sjs20040,169,0.34
23.4,23.65,sjs20040,170,0.0
23.5,23.75,sjs20040,171,0.46
23.6,23.85,sjs20040,172,0.22
23.7,23.95,sjs20040,173,0.57
23.8,24.05,sjs20040,174,0.97
23.9,24.15,sjs20040,175,0.62
24.0,24.25,sjs20040,176,0.22
24.1,24.35,sjs20040,177,0.0
24.2,24.45,sjs20040,178,0.0
24.3,24.55,sjs20040,179,0.0
