inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.3,1.55,stg20004,0,0.0
1.4,1.65,stg20004,1,0.0
1.5,1.75,stg20004,2,0.0
1.6,1.85,stg20004,3,0.0
1.7,1.95,stg20004,4,0.0
1.8,2.05,stg20004,5,0.0
1.9,2.15,stg20004,6,0.0
2.0,2.25,stg20004,7,0.0
2.1,2.35,stg20004,8,0.0
2.2,2.45,stg20004,9,0.0
2.3,2.55,stg20004,10,0.0
2.4,2.65,stg20004,11,0.0
2.5,2.75,stg20004,12,0.0
2.6,2.85,stg20004,13,0.0
3.3,3.55,stg20004,14,0.67
3.4,3.65,stg20004,15,1.0
3.5,3.75,stg20004,16,0.61
3.6,3.85,stg20004,17,0.21
3.7,3.95,stg20004,18,0.0
3.8,4.05,stg20004,19,0.0
3.9,4.15,stg20004,20,0.0
4.0,4.25,stg20004,21,0.0
4.1,4.35,stg20004,22,0.0
4.2,4.45,stg20004,23,0.23
4.3,4.55,stg20004,24,0.63
4.4,4.65,stg20004,25,0.89
4.5,4.75,stg20004,26,0.89
4.6,4.85,stg20004,27,0.85
4.7,4.95,stg20004,28,0.45
4.8,5.05,stg20004,29,0.05
4.9,5.15,stg20004,30,0.0
5.0,5.25,stg20004,31,0.0
5.1,5.35,stg20004,32,0.0
5.2,5.45,stg20004,33,0.0
5.3,5.55,stg20004,34,0.2
5.4,5.65,stg20004,35,0.0
5.5,5.75,stg20004,36,0.0
5.6,5.85,stg20004,37,0.09
6.4,6.65,stg20004,38,0.43
6.5,6.75,stg20004,39,0.19
6.6,6.85,stg20004,40,0.8
6.7,6.95,stg20004,41,0.99
7.1,7.35,stg20004,42,0.0
7.2,7.45,stg20004,43,0.27
7.3,7.55,stg20004,44,0.67
7.4,7.65,stg20004,45,0.89
7.5,7.75,stg20004,46,0.49
7.6,7.85,stg20004,47,0.09
8.0,8.25,stg20004,48,0.0
8.1,8.35,stg20004,49,0.0
8.2,8.45,stg20004,50,0.0
8.3,8.55,stg20004,51,0.0
8.7,8.95,stg20004,52,0.45
8.8,9.05,stg20004,53,0.05
8.9,9.15,stg20004,54,0.0
9.0,9.25,stg20004,55,0.0
9.1,9.35,stg20004,56,0.05
9.2,9.45,stg20004,57,0.0
9.3,9.55,stg20004,58,0.39
9.4,9.65,stg20004,59,0.08
