inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
5.1,5.35,stg30044,0,0.0
5.2,5.45,stg30044,1,0.0
5.3,5.55,stg30044,2,0.0
5.4,5.65,stg30044,3,0.0
5.5,5.75,stg30044,4,0.0
5.6,5.85,stg30044,5,0.0
5.7,5.95,stg30044,6,0.0
5.8,6.05,stg30044,7,0.0
5.9,6.15,stg30044,8,0.0
6.0,6.25,stg30044,9,0.0
6.1,6.35,stg30044,10,0.0
6.2,6.45,stg30044,11,0.0
6.9,7.15,stg30044,12,0.7
7.0,7.25,stg30044,13,1.0
7.1,7.35,stg30044,14,0.66
7.2,7.45,stg30044,15,0.26
7.7,7.95,stg30044,16,0.0
7.8,8.05,stg30044,17,0.0
7.9,8.15,stg30044,18,0.0
8.0,8.25,stg30044,19,0.0
8.1,8.35,stg30044,20,0.23
8.2,8.45,stg30044,21,0.01
8.3,8.55,stg30044,22,0.9
8.4,8.65,stg30044,23,0.1
8.5,8.75,stg30044,24,0.34
8.6,8.85,stg30044,25,0.0
8.7,8.95,stg30044,26,0.0
8.8,9.05,stg30044,27,0.0
8.9,9.15,stg30044,28,0.0
9.0,9.25,stg30044,29,0.0
9.1,9.35,stg30044,30,0.34
9.2,9.45,stg30044,31,0.0
9.3,9.55,stg30044,32,0.26
9.4,9.65,stg30044,33,0.0
9.5,9.75,stg30044,34,0.05
9.6,9.85,stg30044,35,0.45
9.7,9.95,stg30044,36,0.06
9.8,10.05,stg30044,37,0.68
9.9,10.15,stg30044,38,0.86
10.0,10.25,stg30044,39,1.0
10.5,10.75,stg30044,40,0.0
10.6,10.85,stg30044,41,0.0
10.7,10.95,stg30044,42,0.31
10.8,11.05,stg30044,43,0.71
10.9,11.15,stg30044,44,0.7
11.0,11.25,stg30044,45,0.3
11.1,11.35,stg30044,46,0.0
11.2,11.45,stg30044,47,0.0
11.3,11.55,stg30044,48,0.0
11.4,11.65,stg30044,49,0.0
11.5,11.75,stg30044,50,0.22
11.6,11.85,stg30044,51,0.62
11.7,11.95,stg30044,52,0.82
11.8,12.05,stg30044,53,0.42
11.9,12.15,stg30044,54,0.02
12.7,12.95,stg30044,55,0.14
12.8,13.05,stg30044,56,0.0
12.9,13.15,stg30044,57,0.34
13.0,13.25,stg30044,58,0.0
13.1,13.35,stg30044,59,0.74
