inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
3.8,4.05,stg27033,0,0.0
3.9,4.15,stg27033,1,0.0
4.0,4.25,stg27033,2,0.0
4.1,4.35,stg27033,3,0.0
4.2,4.45,stg27033,4,0.0
4.3,4.55,stg27033,5,0.0
4.4,4.65,stg27033,6,0.0
4.5,4.75,stg27033,7,0.0
4.6,4.85,stg27033,8,0.0
4.7,4.95,stg27033,9,0.0
4.8,5.05,stg27033,10,0.22
4.9,5.15,stg27033,11,0.62
5.0,5.25,stg27033,12,0.84
5.1,5.35,stg27033,13,0.44
5.5,5.75,stg27033,14,0.0
5.6,5.85,stg27033,15,0.0
5.7,5.95,stg27033,16,0.29
5.8,6.05,stg27033,17,0.01
5.9,6.15,stg27033,18,0.89
6.0,6.25,stg27033,19,0.08
6.1,6.35,stg27033,20,0.4
6.2,6.45,stg27033,21,0.0
6.3,6.55,stg27033,22,0.0
6.4,6.65,stg27033,23,0.0
6.5,6.75,stg27033,24,0.0
6.6,6.85,stg27033,25,0.32
6.7,6.95,stg27033,26,0.0
6.8,7.05,stg27033,27,0.24
6.9,7.15,stg27033,28,0.12
7.0,7.25,stg27033,29,0.0
7.1,7.35,stg27033,30,0.16
7.2,7.45,stg27033,31,0.76
7.3,7.55,stg27033,32,0.96
7.7,7.95,stg27033,33,0.0
7.8,8.05,stg27033,34,0.15
7.9,8.15,stg27033,35,0.55
8.0,8.25,stg27033,36,0.0
8.1,8.35,stg27033,37,0.28
8.2,8.45,stg27033,38,0.0
8.3,8.55,stg27033,39,0.0
8.4,8.65,stg27033,40,0.0
8.5,8.75,stg27033,41,0.0
8.6,8.85,stg27033,42,0.36
8.7,8.95,stg27033,43,0.0
8.8,9.05,stg27033,44,0.6
8.9,9.15,stg27033,45,0.2
9.3,9.55,stg27033,46,0.0
9.4,9.65,stg27033,47,0.08
9.5,9.75,stg27033,48,0.16
9.6,9.85,stg27033,49,0.19
9.7,9.95,stg27033,50,0.7
9.8,10.05,stg27033,51,0.0
10.8,11.05,stg27033,52,0.0
10.9,11.15,stg27033,53,0.0
11.0,11.25,stg27033,54,0.0
11.1,11.35,stg27033,55,0.07
11.2,11.45,stg27033,56,0.47
11.3,11.55,stg27033,57,0.0
11.4,11.65,stg27033,58,0.6
11.5,11.75,stg27033,59,0.2
11.6,11.85,stg27033,60,0.0
11.7,11.95,stg27033,61,0.1
11.8,12.05,stg27033,62,0.5
11.9,12.15,stg27033,63,0.0
12.0,12.25,stg27033,64,0.52
12.1,12.35,stg27033,65,0.12
12.2,12.45,stg27033,66,0.0
12.3,12.55,stg27033,67,0.0
12.4,12.65,stg27033,68,0.21
12.5,12.75,stg27033,69,0.0
12.6,12.85,stg27033,70,0.36
12.7,12.95,stg27033,71,0.0
12.8,13.05,stg27033,72,0.0
12.9,13.15,stg27033,73,0.0
13.0,13.25,stg27033,74,0.0
13.1,13.35,stg27033,75,0.0
13.2,13.45,stg27033,76,0.0
13.3,13.55,stg27033,77,0.0
13.4,13.65,stg27033,78,0.0
13.5,13.75,stg27033,79,0.0
13.6,13.85,stg27033,80,0.0
14.7,14.95,stg27033,81,0.0
14.8,15.05,stg27033,82,0.0
14.9,15.15,stg27033,83,0.0
15.0,15.25,stg27033,84,0.0
15.1,15.35,stg27033,85,0.0
15.2,15.45,stg27033,86,0.0
15.3,15.55,stg27033,87,0.0
15.4,15.65,stg27033,88,0.0
15.5,15.75,stg27033,89,0.0
15.6,15.85,stg27033,90,0.0
15.7,15.95,stg27033,91,0.0
15.8,16.05,stg27033,92,0.0
15.9,16.15,stg27033,93,0.12
16.0,16.25,stg27033,94,0.52
16.1,16.35,stg27033,95,0.0
16.2,16.45,stg27033,96,0.24
16.3,16.55,stg27033,97,0.0
16.4,16.65,stg27033,98,0.0
16.5,16.75,stg27033,99,0.0
16.6,16.85,stg27033,100,0.0
16.7,16.95,stg27033,101,0.0
16.8,17.05,stg27033,102,0.0
16.9,17.15,stg27033,103,0.0
17.0,17.25,stg27033,104,0.26
17.1,17.35,stg27033,105,0.0
17.2,17.45,stg27033,106,0.44
17.3,17.55,stg27033,107,0.04
17.4,17.65,stg27033,108,0.0
17.5,17.75,stg27033,109,0.0
17.9,18.15,stg27033,110,0.0
18.0,18.25,stg27033,111,0.48
18.1,18.35,stg27033,112,0.08
18.2,18.45,stg27033,113,0.0
18.3,18.55,stg27033,114,0.0
18.4,18.65,stg27033,115,0.0
18.5,18.75,stg27033,116,0.0
18.6,18.85,stg27033,117,0.0
18.7,18.95,stg27033,118,0.0
18.8,19.05,stg27033,119,0.0
18.9,19.15,stg27033,120,0.0
19.0,19.25,stg27033,121,0.0
19.1,19.35,stg27033,122,0.0
19.9,20.15,stg27033,123,0.0
20.0,20.25,stg27033,124,0.0
20.1,20.35,stg27033,125,0.0
20.2,20.45,stg27033,126,0.0
20.3,20.55,stg27033,127,0.0
20.4,20.65,stg27033,128,0.0
20.5,20.75,stg27033,129,0.0
20.6,20.85,stg27033,130,0.0
21.4,21.65,stg27033,131,0.0
