inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.4,1.65,nas20088,0,0.0
1.5,1.75,nas20088,1,0.0
1.6,1.85,nas20088,2,0.0
1.7,1.95,nas20088,3,0.0
2.1,2.35,nas20088,4,0.89
2.2,2.45,nas20088,5,0.71
2.6,2.85,nas20088,6,0.0
2.7,2.95,nas20088,7,0.0
2.8,3.05,nas20088,8,0.21
2.9,3.15,nas20088,9,0.17
3.0,3.25,nas20088,10,1.0
3.1,3.35,nas20088,11,0.03
3.2,3.45,nas20088,12,0.23
3.3,3.55,nas20088,13,0.0
3.4,3.65,nas20088,14,0.0
4.2,4.45,nas20088,15,0.0
4.3,4.55,nas20088,16,0.17
4.4,4.65,nas20088,17,0.72
4.5,4.75,nas20088,18,0.97
4.9,5.15,nas20088,19,0.13
5.0,5.25,nas20088,20,0.53
5.1,5.35,nas20088,21,0.0
5.2,5.45,nas20088,22,0.39
5.3,5.55,nas20088,23,0.0
5.4,5.65,nas20088,24,0.0
5.5,5.75,nas20088,25,0.0
5.6,5.85,nas20088,26,0.0
5.7,5.95,nas20088,27,0.05
5.8,6.05,nas20088,28,0.45
5.9,6.15,nas20088,29,0.0
6.0,6.25,nas20088,30,0.47
6.4,6.65,nas20088,31,0.12
6.5,6.75,nas20088,32,0.0
6.6,6.85,nas20088,33,0.33
6.7,6.95,nas20088,34,0.0
6.8,7.05,nas20088,35,0.55
6.9,7.15,nas20088,36,0.22
7.0,7.25,nas20088,37,0.48
7.1,7.35,nas20088,38,0.0
7.2,7.45,nas20088,39,0.43
7.3,7.55,nas20088,40,0.03
7.4,7.65,nas20088,41,0.0
7.5,7.75,nas20088,42,0.0
7.6,7.85,nas20088,43,0.0
7.7,7.95,nas20088,44,0.25
7.8,8.05,nas20088,45,0.65
7.9,8.15,nas20088,46,0.71
8.0,8.25,nas20088,47,0.31
8.1,8.35,nas20088,48,0.0
8.2,8.45,nas20088,49,0.19
8.3,8.55,nas20088,50,0.59
8.4,8.65,nas20088,51,0.0
8.5,8.75,nas20088,52,0.43
8.6,8.85,nas20088,53,0.03
8.7,8.95,nas20088,54,0.0
8.8,9.05,nas20088,55,0.29
8.9,9.15,nas20088,56,0.0
9.0,9.25,nas20088,57,0.43
9.1,9.35,nas20088,58,0.03
9.2,9.45,nas20088,59,0.0
9.3,9.55,nas20088,60,0.0
9.4,9.65,nas20088,61,0.0
9.5,9.75,nas20088,62,0.0
9.6,9.85,nas20088,63,0.0
9.7,9.95,nas20088,64,0.0
9.8,10.05,nas20088,65,0.0
11.1,11.35,nas20088,66,0.0
11.2,11.45,nas20088,67,0.0
11.3,11.55,nas20088,68,0.0
11.4,11.65,nas20088,69,0.0
11.5,11.75,nas20088,70,0.0
11.9,12.15,nas20088,71,0.0
12.0,12.25,nas20088,72,0.0
12.1,12.35,nas20088,73,0.21
12.2,12.45,nas20088,74,0.0
12.3,12.55,nas20088,75,0.59
12.4,12.65,nas20088,76,0.19
12.5,12.75,nas20088,77,0.0
12.6,12.85,nas20088,78,0.0
12.7,12.95,nas20088,79,0.0
12.8,13.05,nas20088,80,0.0
12.9,13.15,nas20088,81,0.0
13.8,14.05,nas20088,82,0.0
13.9,14.15,nas20088,83,0.35
14.0,14.25,nas20088,84,0.0
14.1,14.35,nas20088,85,0.35
14.2,14.45,nas20088,86,0.0
14.3,14.55,nas20088,87,0.0
14.7,14.95,nas20088,88,0.0
14.8,15.05,nas20088,89,0.27
14.9,15.15,nas20088,90,0.0
15.0,15.25,nas20088,91,0.0
15.1,15.35,nas20088,92,0.0
15.2,15.45,nas20088,93,0.0
15.3,15.55,nas20088,94,0.0
15.4,15.65,nas20088,95,0.0
15.5,15.75,nas20088,96,0.0
15.6,15.85,nas20088,97,0.0
15.7,15.95,nas20088,98,0.0
15.8,16.05,nas20088,99,0.0
15.9,16.15,nas20088,100,0.0
16.0,16.25,nas20088,101,0.0
16.1,16.35,nas20088,102,0.0
16.2,16.45,nas20088,103,0.0
16.3,16.55,nas20088,104,0.0
16.4,16.65,nas20088,105,0.0
16.5,16.75,nas20088,106,0.0
16.6,16.85,nas20088,107,0.0
17.4,17.65,nas20088,108,0.0
17.5,17.75,nas20088,109,0.0
17.6,17.85,nas20088,110,0.0
17.7,17.95,nas20088,111,0.0
17.8,18.05,nas20088,112,0.0
17.9,18.15,nas20088,113,0.0
18.0,18.25,nas20088,114,0.0
18.1,18.35,nas20088,115,0.0
18.2,18.45,nas20088,116,0.0
18.3,18.55,nas20088,117,0.0
18.4,18.65,nas20088,118,0.0
18.5,18.75,nas20088,119,0.33
18.6,18.85,nas20088,120,0.0
18.7,18.95,nas20088,121,0.43
18.8,19.05,nas20088,122,0.03
18.9,19.15,nas20088,123,0.0
19.0,19.25,nas20088,124,0.21
19.1,19.35,nas20088,125,0.61
19.2,19.45,nas20088,126,1.0
19.3,19.55,nas20088,127,0.95
19.4,19.65,nas20088,128,0.56
19.5,19.75,nas20088,129,0.56
19.6,19.85,nas20088,130,0.81
19.7,19.95,nas20088,131,0.83
19.8,20.05,nas20088,132,0.43
19.9,20.15,nas20088,133,0.03
20.0,20.25,nas20088,134,0.0
20.1,20.35,nas20088,135,0.0
20.2,20.45,nas20088,136,0.01
20.3,20.55,nas20088,137,0.15
20.4,20.65,nas20088,138,0.29
20.5,20.75,nas20088,139,0.11
20.6,20.85,nas20088,140,0.47
20.7,20.95,nas20088,141,0.07
20.8,21.05,nas20088,142,0.0
20.9,21.15,nas20088,143,0.0
21.0,21.25,nas20088,144,0.0
21.1,21.35,nas20088,145,0.0
22.3,22.55,nas20088,146,0.0
22.4,22.65,nas20088,147,0.0
22.5,22.75,nas20088,148,0.0
22.6,22.85,nas20088,149,0.0
22.7,22.95,nas20088,150,0.0
22.8,23.05,nas20088,151,0.0
22.9,23.15,nas20088,152,0.0
23.0,23.25,nas20088,153,0.25
23.1,23.35,nas20088,154,0.0
23.2,23.45,nas20088,155,0.43
23.3,23.55,nas20088,156,0.09
23.4,23.65,nas20088,157,0.46
23.5,23.75,nas20088,158,0.86
23.6,23.85,nas20088,159,0.63
23.7,23.95,nas20088,160,0.23
23.8,24.05,nas20088,161,0.0
23.9,24.15,nas20088,162,0.0
24.0,24.25,nas20088,163,0.0
24.1,24.35,nas20088,164,0.0
24.2,24.45,nas20088,165,0.0
24.3,24.55,nas20088,166,0.19
24.4,24.65,nas20088,167,0.59
24.5,24.75,nas20088,168,0.0
24.6,24.85,nas20088,169,0.55
24.7,24.95,nas20088,170,0.52
24.8,25.05,nas20088,171,0.78
24.9,25.15,nas20088,172,0.75
25.0,25.25,nas20088,173,0.35
25.1,25.35,nas20088,174,0.0
25.2,25.45,nas20088,175,0.0
25.3,25.55,nas20088,176,0.0
25.4,25.65,nas20088,177,0.0
25.5,25.75,nas20088,178,0.0
25.9,26.15,nas20088,179,0.0
26.0,26.25,nas20088,180,0.0
26.1,26.35,nas20088,181,0.0
26.2,26.45,nas20088,182,0.0
26.3,26.55,nas20088,183,0.0
26.4,26.65,nas20088,184,0.0
26.5,26.75,nas20088,185,0.03
26.6,26.85,nas20088,186,0.0
26.7,26.95,nas20088,187,0.0
26.8,27.05,nas20088,188,0.15
26.9,27.15,nas20088,189,0.29
27.0,27.25,nas20088,190,0.0
27.1,27.35,nas20088,191,0.55
27.2,27.45,nas20088,192,0.15
27.3,27.55,nas20088,193,0.0
27.4,27.65,nas20088,194,0.0
27.5,27.75,nas20088,195,0.17
27.6,27.85,nas20088,196,0.57
27.7,27.95,nas20088,197,0.0
27.8,28.05,nas20088,198,0.51
27.9,28.15,nas20088,199,0.11
28.0,28.25,nas20088,200,0.0
28.1,28.35,nas20088,201,0.0
28.2,28.45,nas20088,202,0.0
28.3,28.55,nas20088,203,0.01
28.4,28.65,nas20088,204,0.41
28.5,28.75,nas20088,205,0.0
28.6,28.85,nas20088,206,0.47
28.7,28.95,nas20088,207,0.16
28.8,29.05,nas20088,208,0.49
29.9,30.15,nas20088,209,0.0
30.0,30.25,nas20088,210,0.0
30.1,30.35,nas20088,211,0.0
30.2,30.45,nas20088,212,0.0
30.3,30.55,nas20088,213,0.0
30.4,30.65,nas20088,214,0.0
30.5,30.75,nas20088,215,0.0
30.6,30.85,nas20088,216,0.0
30.7,30.95,nas20088,217,0.0
30.8,31.05,nas20088,218,0.02
30.9,31.15,nas20088,219,0.42
31.0,31.25,nas20088,220,0.0
31.1,31.35,nas20088,221,0.55
31.2,31.45,nas20088,222,0.15
31.3,31.55,nas20088,223,0.0
31.4,31.65,nas20088,224,0.01
31.5,31.75,nas20088,225,0.41
31.6,31.85,nas20088,226,0.81
31.7,31.95,nas20088,227,0.67
31.8,32.05,nas20088,228,0.52
31.9,32.15,nas20088,229,0.65
32.0,32.25,nas20088,230,1.0
32.1,32.35,nas20088,231,0.95
32.2,32.45,nas20088,232,0.55
32.7,32.95,nas20088,233,0.0
32.8,33.05,nas20088,234,0.0
33.2,33.45,nas20088,235,0.45
33.3,33.55,nas20088,236,0.85
35.9,36.15,nas20088,237,0.0
36.0,36.25,nas20088,238,0.0
36.1,36.35,nas20088,239,0.0
36.2,36.45,nas20088,240,0.0
36.3,36.55,nas20088,241,0.0
36.4,36.65,nas20088,242,0.0
36.9,37.15,nas20088,243,0.44
37.0,37.25,nas20088,244,0.04
37.1,37.35,nas20088,245,0.0
37.2,37.45,nas20088,246,0.0
37.3,37.55,nas20088,247,0.0
37.4,37.65,nas20088,248,0.0
37.5,37.75,nas20088,249,0.16
37.6,37.85,nas20088,250,0.0
37.7,37.95,nas20088,251,0.0
37.8,38.05,nas20088,252,0.24
37.9,38.15,nas20088,253,0.0
38.0,38.25,nas20088,254,0.0
38.1,38.35,nas20088,255,0.04
38.2,38.45,nas20088,256,0.0
38.3,38.55,nas20088,257,0.0
38.4,38.65,nas20088,258,0.0
38.5,38.75,nas20088,259,0.0
38.6,38.85,nas20088,260,0.0
39.1,39.35,nas20088,261,0.0
39.2,39.45,nas20088,262,0.06
39.3,39.55,nas20088,263,0.0
40.0,40.25,nas20088,264,0.0
40.1,40.35,nas20088,265,0.0
40.5,40.75,nas20088,266,0.0
40.6,40.85,nas20088,267,0.0
40.7,40.95,nas20088,268,0.0
40.8,41.05,nas20088,269,0.0
40.9,41.15,nas20088,270,0.0
41.0,41.25,nas20088,271,0.0
41.1,41.35,nas20088,272,0.0
41.9,42.15,nas20088,273,0.32
42.0,42.25,nas20088,274,0.2
42.1,42.35,nas20088,275,0.08
42.2,42.45,nas20088,276,0.0
42.3,42.55,nas20088,277,0.0
42.4,42.65,nas20088,278,0.08
42.5,42.75,nas20088,279,0.0
42.6,42.85,nas20088,280,0.0
42.7,42.95,nas20088,281,0.0
42.8,43.05,nas20088,282,0.0
42.9,43.15,nas20088,283,0.0
43.0,43.25,nas20088,284,0.0
43.1,43.35,nas20088,285,0.0
43.2,43.45,nas20088,286,0.0
43.3,43.55,nas20088,287,0.0
44.6,44.85,nas20088,288,0.0
44.7,44.95,nas20088,289,0.0
44.8,45.05,nas20088,290,0.0
44.9,45.15,nas20088,291,0.0
45.0,45.25,nas20088,292,0.0
45.1,45.35,nas20088,293,0.0
45.2,45.45,nas20088,294,0.0
45.3,45.55,nas20088,295,0.0
45.4,45.65,nas20088,296,0.34
45.5,45.75,nas20088,297,0.0
45.6,45.85,nas20088,298,0.52
45.7,45.95,nas20088,299,0.12
45.8,46.05,nas20088,300,0.06
45.9,46.15,nas20088,301,0.46
46.0,46.25,nas20088,302,0.0
47.2,47.45,nas20088,303,0.0
47.3,47.55,nas20088,304,0.0
47.4,47.65,nas20088,305,0.0
47.5,47.75,nas20088,306,0.0
47.6,47.85,nas20088,307,0.0
47.7,47.95,nas20088,308,0.0
47.8,48.05,nas20088,309,0.0
47.9,48.15,nas20088,310,0.0
48.0,48.25,nas20088,311,0.18
48.1,48.35,nas20088,312,0.58
48.2,48.45,nas20088,313,0.0
48.3,48.55,nas20088,314,0.36
48.4,48.65,nas20088,315,0.0
48.5,48.75,nas20088,316,0.0
48.6,48.85,nas20088,317,0.0
48.7,48.95,nas20088,318,0.13
48.8,49.05,nas20088,319,0.0
48.9,49.15,nas20088,320,0.0
49.0,49.25,nas20088,321,0.16
50.0,50.25,nas20088,322,0.0
50.1,50.35,nas20088,323,0.0
50.2,50.45,nas20088,324,0.0
50.3,50.55,nas20088,325,0.0
50.4,50.65,nas20088,326,0.0
51.0,51.25,nas20088,327,1.0
51.1,51.35,nas20088,328,1.0
51.2,51.45,nas20088,329,1.0
51.3,51.55,nas20088,330,1.0
51.4,51.65,nas20088,331,1.0
51.5,51.75,nas20088,332,0.72
52.5,52.75,nas20088,333,0.0
52.6,52.85,nas20088,334,0.56
52.7,52.95,nas20088,335,0.16
53.6,53.85,nas20088,336,0.0
53.7,53.95,nas20088,337,0.38
53.8,54.05,nas20088,338,0.62
53.9,54.15,nas20088,339,0.0
54.0,54.25,nas20088,340,0.44
54.1,54.35,nas20088,341,0.04
54.2,54.45,nas20088,342,0.0
54.3,54.55,nas20088,343,0.4
54.4,54.65,nas20088,344,0.0
54.5,54.75,nas20088,345,0.24
54.6,54.85,nas20088,346,0.0
54.7,54.95,nas20088,347,0.0
54.8,55.05,nas20088,348,0.0
54.9,55.15,nas20088,349,0.0
55.4,55.65,nas20088,350,0.0
55.5,55.75,nas20088,351,0.24
55.6,55.85,nas20088,352,0.64
55.7,55.95,nas20088,353,0.64
55.8,56.05,nas20088,354,0.24
55.9,56.15,nas20088,355,0.0
56.0,56.25,nas20088,356,0.0
56.1,56.35,nas20088,357,0.26
56.7,56.95,nas20088,358,0.0
56.8,57.05,nas20088,359,0.28
56.9,57.15,nas20088,360,0.2
57.0,57.25,nas20088,361,0.24
57.1,57.35,nas20088,362,0.36
57.2,57.45,nas20088,363,0.76
57.3,57.55,nas20088,364,0.88
57.4,57.65,nas20088,365,0.48
57.5,57.75,nas20088,366,0.28
57.6,57.85,nas20088,367,0.0
57.7,57.95,nas20088,368,0.28
57.8,58.05,nas20088,369,0.0
57.9,58.15,nas20088,370,0.14
58.0,58.25,nas20088,371,0.54
58.1,58.35,nas20088,372,0.0
58.2,58.45,nas20088,373,0.32
58.3,58.55,nas20088,374,0.08
58.4,58.65,nas20088,375,0.48
58.5,58.75,nas20088,376,0.88
58.6,58.85,nas20088,377,0.68
58.7,58.95,nas20088,378,0.28
60.2,60.45,nas20088,379,0.0
60.3,60.55,nas20088,380,0.4
60.4,60.65,nas20088,381,0.0
60.5,60.75,nas20088,382,0.0
60.6,60.85,nas20088,383,0.0
60.7,60.95,nas20088,384,0.0
60.8,61.05,nas20088,385,0.0
60.9,61.15,nas20088,386,0.0
61.0,61.25,nas20088,387,0.0
61.1,61.35,nas20088,388,0.0
61.2,61.45,nas20088,389,0.0
61.3,61.55,nas20088,390,0.0
61.4,61.65,nas20088,391,0.0
61.8,62.05,nas20088,392,0.0
61.9,62.15,nas20088,393,0.0
62.0,62.25,nas20088,394,0.16
62.1,62.35,nas20088,395,0.0
62.2,62.45,nas20088,396,0.0
62.3,62.55,nas20088,397,0.0
62.4,62.65,nas20088,398,0.0
62.5,62.75,nas20088,399,0.0
62.6,62.85,nas20088,400,0.0
62.7,62.95,nas20088,401,0.0
62.8,63.05,nas20088,402,0.0
62.9,63.15,nas20088,403,0.36
63.0,63.25,nas20088,404,0.0
63.1,63.35,nas20088,405,0.48
63.2,63.45,nas20088,406,0.08
63.3,63.55,nas20088,407,0.0
63.4,63.65,nas20088,408,0.0
63.5,63.75,nas20088,409,0.2
63.6,63.85,nas20088,410,0.6
64.1,64.35,nas20088,411,0.0
64.2,64.45,nas20088,412,0.0
64.3,64.55,nas20088,413,0.0
64.4,64.65,nas20088,414,0.0
64.5,64.75,nas20088,415,0.24
64.6,64.85,nas20088,416,0.0
66.0,66.25,nas20088,417,0.72
66.1,66.35,nas20088,418,1.0
66.2,66.45,nas20088,419,1.0
66.9,67.15,nas20088,420,0.0
67.0,67.25,nas20088,421,0.4
67.1,67.35,nas20088,422,0.0
67.2,67.45,nas20088,423,0.6
67.3,67.55,nas20088,424,0.2
67.4,67.65,nas20088,425,0.0
67.5,67.75,nas20088,426,0.0
67.6,67.85,nas20088,427,0.0
67.7,67.95,nas20088,428,0.0
67.8,68.05,nas20088,429,0.0
67.9,68.15,nas20088,430,0.0
68.0,68.25,nas20088,431,0.04
68.1,68.35,nas20088,432,0.0
68.2,68.45,nas20088,433,0.0
68.3,68.55,nas20088,434,0.16
68.4,68.65,nas20088,435,0.0
68.5,68.75,nas20088,436,0.0
68.6,68.85,nas20088,437,0.0
68.7,68.95,nas20088,438,0.0
68.8,69.05,nas20088,439,0.2
68.9,69.15,nas20088,440,0.6
69.0,69.25,nas20088,441,0.72
69.1,69.35,nas20088,442,0.61
69.2,69.45,nas20088,443,0.0
69.3,69.55,nas20088,444,0.44
69.4,69.65,nas20088,445,0.04
69.5,69.75,nas20088,446,0.0
69.6,69.85,nas20088,447,0.0
69.7,69.95,nas20088,448,0.0
71.1,71.35,nas20088,449,0.0
71.2,71.45,nas20088,450,0.0
71.3,71.55,nas20088,451,0.0
71.4,71.65,nas20088,452,0.0
71.9,72.15,nas20088,453,0.0
72.0,72.25,nas20088,454,0.0
72.1,72.35,nas20088,455,0.0
72.2,72.45,nas20088,456,0.0
72.3,72.55,nas20088,457,0.0
72.4,72.65,nas20088,458,0.0
72.5,72.75,nas20088,459,0.0
72.6,72.85,nas20088,460,0.0
72.7,72.95,nas20088,461,0.0
72.8,73.05,nas20088,462,0.12
72.9,73.15,nas20088,463,0.0
73.0,73.25,nas20088,464,0.22
73.1,73.35,nas20088,465,0.66
73.2,73.45,nas20088,466,0.72
73.3,73.55,nas20088,467,0.69
73.4,73.65,nas20088,468,0.77
73.5,73.75,nas20088,469,0.68
73.6,73.85,nas20088,470,0.6
73.7,73.95,nas20088,471,0.0
73.8,74.05,nas20088,472,0.38
73.9,74.15,nas20088,473,0.5
75.2,75.45,nas20088,474,1.0
75.3,75.55,nas20088,475,1.0
75.4,75.65,nas20088,476,0.64
75.5,75.75,nas20088,477,0.24
75.6,75.85,nas20088,478,0.0
