inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.6,1.85,nas20068,0,0.0
1.7,1.95,nas20068,1,0.0
1.8,2.05,nas20068,2,0.0
1.9,2.15,nas20068,3,0.0
2.0,2.25,nas20068,4,0.0
2.1,2.35,nas20068,5,0.0
2.2,2.45,nas20068,6,0.0
2.3,2.55,nas20068,7,0.0
2.4,2.65,nas20068,8,0.25
2.5,2.75,nas20068,9,0.65
2.6,2.85,nas20068,10,0.89
2.7,2.95,nas20068,11,0.49
2.8,3.05,nas20068,12,0.09
2.9,3.15,nas20068,13,0.0
3.0,3.25,nas20068,14,0.0
3.1,3.35,nas20068,15,0.0
3.2,3.45,nas20068,16,0.19
3.3,3.55,nas20068,17,0.59
3.4,3.65,nas20068,18,0.25
3.5,3.75,nas20068,19,0.9
3.6,3.85,nas20068,20,0.65
3.7,3.95,nas20068,21,0.25
3.8,4.05,nas20068,22,0.0
3.9,4.15,nas20068,23,0.0
4.0,4.25,nas20068,24,0.0
4.1,4.35,nas20068,25,0.28
4.2,4.45,nas20068,26,0.0
4.3,4.55,nas20068,27,0.33
4.4,4.65,nas20068,28,0.0
4.5,4.75,nas20068,29,0.27
4.6,4.85,nas20068,30,0.0
4.7,4.95,nas20068,31,0.73
4.8,5.05,nas20068,32,0.73
4.9,5.15,nas20068,33,0.85
5.0,5.25,nas20068,34,0.45
5.1,5.35,nas20068,35,0.05
5.2,5.45,nas20068,36,0.03
5.3,5.55,nas20068,37,0.43
5.4,5.65,nas20068,38,0.0
5.5,5.75,nas20068,39,0.45
5.6,5.85,nas20068,40,0.05
5.7,5.95,nas20068,41,0.0
5.8,6.05,nas20068,42,0.0
5.9,6.15,nas20068,43,0.0
6.0,6.25,nas20068,44,0.31
6.1,6.35,nas20068,45,0.0
6.2,6.45,nas20068,46,0.53
6.9,7.15,nas20068,47,0.21
7.0,7.25,nas20068,48,0.0
7.1,7.35,nas20068,49,0.21
7.2,7.45,nas20068,50,0.23
7.3,7.55,nas20068,51,0.17
7.4,7.65,nas20068,52,0.57
7.5,7.75,nas20068,53,0.17
7.6,7.85,nas20068,54,0.0
7.7,7.95,nas20068,55,0.0
7.8,8.05,nas20068,56,0.04
7.9,8.15,nas20068,57,0.44
