inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.4,1.65,nas20069,0,0.0
1.5,1.75,nas20069,1,0.0
1.6,1.85,nas20069,2,0.0
1.7,1.95,nas20069,3,0.0
1.8,2.05,nas20069,4,0.0
1.9,2.15,nas20069,5,0.0
2.0,2.25,nas20069,6,0.0
2.1,2.35,nas20069,7,0.0
2.2,2.45,nas20069,8,0.0
2.3,2.55,nas20069,9,0.0
2.4,2.65,nas20069,10,0.0
2.5,2.75,nas20069,11,0.0
2.6,2.85,nas20069,12,0.14
2.7,2.95,nas20069,13,0.54
2.8,3.05,nas20069,14,0.94
2.9,3.15,nas20069,15,0.74
3.4,3.65,nas20069,16,0.0
3.5,3.75,nas20069,17,0.0
3.6,3.85,nas20069,18,0.0
3.7,3.95,nas20069,19,0.36
3.8,4.05,nas20069,20,0.1
3.9,4.15,nas20069,21,0.89
4.0,4.25,nas20069,22,0.9
4.1,4.35,nas20069,23,0.7
4.2,4.45,nas20069,24,0.3
4.6,4.85,nas20069,25,0.0
4.7,4.95,nas20069,26,0.0
4.8,5.05,nas20069,27,0.22
4.9,5.15,nas20069,28,0.0
5.0,5.25,nas20069,29,0.26
5.1,5.35,nas20069,30,0.0
5.2,5.45,nas20069,31,0.26
5.3,5.55,nas20069,32,0.0
5.4,5.65,nas20069,33,0.54
5.5,5.75,nas20069,34,0.54
5.6,5.85,nas20069,35,0.88
6.5,6.75,nas20069,36,0.0
6.6,6.85,nas20069,37,0.16
6.7,6.95,nas20069,38,0.56
6.8,7.05,nas20069,39,0.0
6.9,7.15,nas20069,40,0.46
7.0,7.25,nas20069,41,0.06
7.1,7.35,nas20069,42,0.0
7.2,7.45,nas20069,43,0.0
7.3,7.55,nas20069,44,0.0
7.4,7.65,nas20069,45,0.0
7.5,7.75,nas20069,46,0.06
7.6,7.85,nas20069,47,0.46
7.7,7.95,nas20069,48,0.0
7.8,8.05,nas20069,49,0.46
7.9,8.15,nas20069,50,0.06
8.0,8.25,nas20069,51,0.0
8.5,8.75,nas20069,52,0.0
8.6,8.85,nas20069,53,0.3
8.7,8.95,nas20069,54,0.0
8.8,9.05,nas20069,55,0.68
8.9,9.15,nas20069,56,0.0
9.0,9.25,nas20069,57,0.54
9.1,9.35,nas20069,58,0.14
9.2,9.45,nas20069,59,0.0
9.3,9.55,nas20069,60,0.0
9.4,9.65,nas20069,61,0.0
9.5,9.75,nas20069,62,0.0
9.6,9.85,nas20069,63,0.0
9.7,9.95,nas20069,64,0.14
9.8,10.05,nas20069,65,0.54
9.9,10.15,nas20069,66,0.0
10.0,10.25,nas20069,67,0.58
10.1,10.35,nas20069,68,0.18
10.9,11.15,nas20069,69,0.66
11.0,11.25,nas20069,70,0.7
11.1,11.35,nas20069,71,0.3
11.2,11.45,nas20069,72,0.0
11.3,11.55,nas20069,73,0.0
11.4,11.65,nas20069,74,0.0
11.5,11.75,nas20069,75,0.22
11.6,11.85,nas20069,76,0.0
11.7,11.95,nas20069,77,0.38
11.8,12.05,nas20069,78,0.0
11.9,12.15,nas20069,79,0.0
12.0,12.25,nas20069,80,0.0
12.1,12.35,nas20069,81,0.0
12.2,12.45,nas20069,82,0.0
12.3,12.55,nas20069,83,0.0
12.4,12.65,nas20069,84,0.0
12.5,12.75,nas20069,85,0.0
12.6,12.85,nas20069,86,0.0
13.9,14.15,nas20069,87,0.0
14.0,14.25,nas20069,88,0.0
14.1,14.35,nas20069,89,0.0
14.2,14.45,nas20069,90,0.0
14.3,14.55,nas20069,91,0.0
14.4,14.65,nas20069,92,0.0
15.0,15.25,nas20069,93,0.0
15.1,15.35,nas20069,94,0.0
15.2,15.45,nas20069,95,0.0
15.3,15.55,nas20069,96,0.0
15.4,15.65,nas20069,97,0.0
15.8,16.05,nas20069,98,0.34
15.9,16.15,nas20069,99,0.74
16.0,16.25,nas20069,100,0.7
16.1,16.35,nas20069,101,0.3
16.2,16.45,nas20069,102,0.0
16.3,16.55,nas20069,103,0.0
16.4,16.65,nas20069,104,0.0
16.5,16.75,nas20069,105,0.0
16.6,16.85,nas20069,106,0.0
16.7,16.95,nas20069,107,0.0
17.2,17.45,nas20069,108,0.06
17.3,17.55,nas20069,109,0.46
17.4,17.65,nas20069,110,0.0
17.5,17.75,nas20069,111,0.26
17.6,17.85,nas20069,112,0.0
17.7,17.95,nas20069,113,0.0
17.8,18.05,nas20069,114,0.0
18.4,18.65,nas20069,115,0.46
18.5,18.75,nas20069,116,0.06
18.6,18.85,nas20069,117,0.0
18.7,18.95,nas20069,118,0.0
18.8,19.05,nas20069,119,0.0
18.9,19.15,nas20069,120,0.0
19.0,19.25,nas20069,121,0.0
19.1,19.35,nas20069,122,0.0
20.0,20.25,nas20069,123,0.0
20.1,20.35,nas20069,124,0.0
22.1,22.35,nas20069,125,0.0
22.2,22.45,nas20069,126,0.0
22.3,22.55,nas20069,127,0.0
22.4,22.65,nas20069,128,0.0
22.5,22.75,nas20069,129,0.0
22.6,22.85,nas20069,130,0.0
22.7,22.95,nas20069,131,0.0
22.8,23.05,nas20069,132,0.0
22.9,23.15,nas20069,133,0.0
23.4,23.65,nas20069,134,0.0
23.5,23.75,nas20069,135,0.3
23.6,23.85,nas20069,136,0.7
23.7,23.95,nas20069,137,0.62
23.8,24.05,nas20069,138,0.22
23.9,24.15,nas20069,139,0.0
24.0,24.25,nas20069,140,0.0
24.1,24.35,nas20069,141,0.0
24.2,24.45,nas20069,142,0.38
24.3,24.55,nas20069,143,0.78
24.4,24.65,nas20069,144,1.0
24.5,24.75,nas20069,145,1.0
25.1,25.35,nas20069,146,0.98
25.2,25.45,nas20069,147,1.0
25.3,25.55,nas20069,148,0.7
25.4,25.65,nas20069,149,0.3
25.5,25.75,nas20069,150,0.0
25.9,26.15,nas20069,151,0.0
26.0,26.25,nas20069,152,0.0
26.1,26.35,nas20069,153,0.14
26.2,26.45,nas20069,154,0.02
26.3,26.55,nas20069,155,0.22
26.4,26.65,nas20069,156,0.73
26.5,26.75,nas20069,157,0.7
26.6,26.85,nas20069,158,0.3
26.7,26.95,nas20069,159,0.0
26.8,27.05,nas20069,160,0.0
26.9,27.15,nas20069,161,0.0
27.0,27.25,nas20069,162,0.0
28.9,29.15,nas20069,163,0.0
29.0,29.25,nas20069,164,0.0
29.1,29.35,nas20069,165,0.0
29.2,29.45,nas20069,166,0.0
29.3,29.55,nas20069,167,0.0
29.4,29.65,nas20069,168,0.0
29.5,29.75,nas20069,169,0.0
29.6,29.85,nas20069,170,0.0
29.7,29.95,nas20069,171,0.09
29.8,30.05,nas20069,172,0.49
29.9,30.15,nas20069,173,0.0
30.0,30.25,nas20069,174,0.23
30.1,30.35,nas20069,175,0.29
30.2,30.45,nas20069,176,0.69
30.3,30.55,nas20069,177,0.95
30.4,30.65,nas20069,178,0.55
30.8,31.05,nas20069,179,0.0
30.9,31.15,nas20069,180,0.0
31.0,31.25,nas20069,181,0.0
31.1,31.35,nas20069,182,0.0
31.2,31.45,nas20069,183,0.31
31.3,31.55,nas20069,184,0.0
31.4,31.65,nas20069,185,0.84
31.5,31.75,nas20069,186,0.84
31.6,31.85,nas20069,187,0.95
31.7,31.95,nas20069,188,0.55
31.8,32.05,nas20069,189,0.15
32.2,32.45,nas20069,190,0.0
32.3,32.55,nas20069,191,0.0
32.4,32.65,nas20069,192,0.0
32.5,32.75,nas20069,193,0.0
32.6,32.85,nas20069,194,0.0
32.7,32.95,nas20069,195,0.0
32.8,33.05,nas20069,196,0.0
32.9,33.15,nas20069,197,0.0
33.0,33.25,nas20069,198,0.0
33.5,33.75,nas20069,199,0.0
33.6,33.85,nas20069,200,0.0
33.7,33.95,nas20069,201,0.0
33.8,34.05,nas20069,202,0.0
33.9,34.15,nas20069,203,0.28
34.0,34.25,nas20069,204,0.0
34.1,34.35,nas20069,205,0.27
34.6,34.85,nas20069,206,0.0
34.7,34.95,nas20069,207,0.43
34.8,35.05,nas20069,208,0.03
34.9,35.15,nas20069,209,0.0
35.0,35.25,nas20069,210,0.0
35.1,35.35,nas20069,211,0.0
35.2,35.45,nas20069,212,0.06
35.3,35.55,nas20069,213,0.46
35.4,35.65,nas20069,214,0.86
35.5,35.75,nas20069,215,0.67
35.6,35.85,nas20069,216,0.27
35.7,35.95,nas20069,217,0.0
35.8,36.05,nas20069,218,0.0
35.9,36.15,nas20069,219,0.0
36.0,36.25,nas20069,220,0.0
36.1,36.35,nas20069,221,0.0
36.2,36.45,nas20069,222,0.0
36.3,36.55,nas20069,223,0.25
36.4,36.65,nas20069,224,0.65
36.5,36.75,nas20069,225,0.79
36.6,36.85,nas20069,226,0.39
36.7,36.95,nas20069,227,0.18
36.8,37.05,nas20069,228,0.58
36.9,37.15,nas20069,229,0.98
37.9,38.15,nas20069,230,0.0
38.0,38.25,nas20069,231,0.0
38.1,38.35,nas20069,232,0.0
38.2,38.45,nas20069,233,0.0
38.3,38.55,nas20069,234,0.0
38.4,38.65,nas20069,235,0.0
38.5,38.75,nas20069,236,0.0
38.6,38.85,nas20069,237,0.0
38.7,38.95,nas20069,238,0.0
38.8,39.05,nas20069,239,0.0
38.9,39.15,nas20069,240,0.13
39.0,39.25,nas20069,241,0.53
39.1,39.35,nas20069,242,0.0
39.2,39.45,nas20069,243,0.35
39.3,39.55,nas20069,244,0.0
39.4,39.65,nas20069,245,0.0
39.8,40.05,nas20069,246,0.0
39.9,40.15,nas20069,247,0.46
40.0,40.25,nas20069,248,0.55
40.1,40.35,nas20069,249,0.0
40.2,40.45,nas20069,250,0.55
40.7,40.95,nas20069,251,0.0
40.8,41.05,nas20069,252,0.0
41.3,41.55,nas20069,253,0.33
41.4,41.65,nas20069,254,0.73
41.5,41.75,nas20069,255,1.0
46.6,46.85,nas20069,256,0.0
46.7,46.95,nas20069,257,0.0
46.8,47.05,nas20069,258,0.0
46.9,47.15,nas20069,259,0.0
47.0,47.25,nas20069,260,0.0
47.1,47.35,nas20069,261,0.0
47.7,47.95,nas20069,262,0.0
47.8,48.05,nas20069,263,0.46
47.9,48.15,nas20069,264,0.06
48.0,48.25,nas20069,265,0.0
48.9,49.15,nas20069,266,0.09
49.0,49.25,nas20069,267,0.49
49.1,49.35,nas20069,268,0.0
49.2,49.45,nas20069,269,0.3
49.3,49.55,nas20069,270,0.1
49.4,49.65,nas20069,271,0.5
49.5,49.75,nas20069,272,0.0
49.6,49.85,nas20069,273,0.26
49.7,49.95,nas20069,274,0.0
49.8,50.05,nas20069,275,0.0
49.9,50.15,nas20069,276,0.0
50.0,50.25,nas20069,277,0.0
50.1,50.35,nas20069,278,0.0
50.2,50.45,nas20069,279,0.0
50.3,50.55,nas20069,280,0.0
51.3,51.55,nas20069,281,0.0
51.4,51.65,nas20069,282,0.0
51.5,51.75,nas20069,283,0.0
51.6,51.85,nas20069,284,0.18
51.7,51.95,nas20069,285,0.0
51.8,52.05,nas20069,286,0.0
51.9,52.15,nas20069,287,0.02
52.5,52.75,nas20069,288,0.0
52.6,52.85,nas20069,289,0.0
52.7,52.95,nas20069,290,0.0
53.1,53.35,nas20069,291,0.0
53.2,53.45,nas20069,292,0.0
54.0,54.25,nas20069,293,0.0
54.1,54.35,nas20069,294,0.0
54.2,54.45,nas20069,295,0.0
54.3,54.55,nas20069,296,0.0
54.4,54.65,nas20069,297,0.0
54.5,54.75,nas20069,298,0.0
54.6,54.85,nas20069,299,0.0
55.4,55.65,nas20069,300,0.89
55.5,55.75,nas20069,301,0.18
55.6,55.85,nas20069,302,0.34
55.7,55.95,nas20069,303,0.0
