inicioEsp,finEsp,locutor,numEspectrograma,ratioNasal
1.1,1.35,nas20056,0,0.0
1.2,1.45,nas20056,1,0.0
1.3,1.55,nas20056,2,0.0
1.4,1.65,nas20056,3,0.0
1.5,1.75,nas20056,4,0.0
1.6,1.85,nas20056,5,0.0
1.7,1.95,nas20056,6,0.0
1.8,2.05,nas20056,7,0.0
1.9,2.15,nas20056,8,0.0
2.0,2.25,nas20056,9,0.0
2.1,2.35,nas20056,10,0.0
2.2,2.45,nas20056,11,0.0
2.3,2.55,nas20056,12,0.32
2.4,2.65,nas20056,13,0.72
2.5,2.75,nas20056,14,0.83
2.6,2.85,nas20056,15,0.43
3.0,3.25,nas20056,16,0.0
3.1,3.35,nas20056,17,0.0
3.2,3.45,nas20056,18,0.3
3.3,3.55,nas20056,19,0.0
3.4,3.65,nas20056,20,0.9
3.5,3.75,nas20056,21,0.1
3.6,3.85,nas20056,22,0.51
3.7,3.95,nas20056,23,0.11
3.8,4.05,nas20056,24,0.0
3.9,4.15,nas20056,25,0.0
4.0,4.25,nas20056,26,0.09
4.1,4.35,nas20056,27,0.0
4.2,4.45,nas20056,28,0.0
4.3,4.55,nas20056,29,0.12
4.4,4.65,nas20056,30,0.0
4.5,4.75,nas20056,31,0.26
4.6,4.85,nas20056,32,0.0
4.7,4.95,nas20056,33,0.69
4.8,5.05,nas20056,34,0.7
4.9,5.15,nas20056,35,1.0
5.3,5.55,nas20056,36,0.0
5.4,5.65,nas20056,37,0.13
5.5,5.75,nas20056,38,0.53
5.6,5.85,nas20056,39,0.0
5.7,5.95,nas20056,40,0.55
6.3,6.55,nas20056,41,0.69
6.4,6.65,nas20056,42,0.63
6.5,6.75,nas20056,43,0.23
7.0,7.25,nas20056,44,0.09
7.1,7.35,nas20056,45,0.26
7.2,7.45,nas20056,46,0.38
7.3,7.55,nas20056,47,0.13
7.4,7.65,nas20056,48,0.47
7.5,7.75,nas20056,49,0.07
7.6,7.85,nas20056,50,0.0
8.0,8.25,nas20056,51,0.79
8.1,8.35,nas20056,52,0.63
8.2,8.45,nas20056,53,0.23
8.3,8.55,nas20056,54,0.0
8.4,8.65,nas20056,55,0.0
9.0,9.25,nas20056,56,0.8
9.1,9.35,nas20056,57,0.4
9.2,9.45,nas20056,58,0.0
9.3,9.55,nas20056,59,0.0
9.4,9.65,nas20056,60,0.0
9.5,9.75,nas20056,61,0.39
9.6,9.85,nas20056,62,0.0
9.7,9.95,nas20056,63,0.23
9.8,10.05,nas20056,64,0.0
9.9,10.15,nas20056,65,0.0
10.0,10.25,nas20056,66,0.0
10.1,10.35,nas20056,67,0.0
10.2,10.45,nas20056,68,0.0
10.3,10.55,nas20056,69,0.0
10.4,10.65,nas20056,70,0.0
11.9,12.15,nas20056,71,0.0
12.0,12.25,nas20056,72,0.0
12.1,12.35,nas20056,73,0.0
12.2,12.45,nas20056,74,0.0
12.3,12.55,nas20056,75,0.0
12.4,12.65,nas20056,76,0.0
12.5,12.75,nas20056,77,0.0
12.6,12.85,nas20056,78,0.0
12.7,12.95,nas20056,79,0.05
12.8,13.05,nas20056,80,0.0
12.9,13.15,nas20056,81,0.0
13.0,13.25,nas20056,82,0.19
13.4,13.65,nas20056,83,0.0
13.5,13.75,nas20056,84,0.0
14.4,14.65,nas20056,85,0.0
14.5,14.75,nas20056,86,0.0
14.6,14.85,nas20056,87,0.18
14.7,14.95,nas20056,88,0.0
14.8,15.05,nas20056,89,0.0
15.7,15.95,nas20056,90,0.23
15.8,16.05,nas20056,91,0.0
15.9,16.15,nas20056,92,0.0
16.0,16.25,nas20056,93,0.0
16.1,16.35,nas20056,94,0.0
16.2,16.45,nas20056,95,0.0
17.2,17.45,nas20056,96,0.0
17.3,17.55,nas20056,97,0.0
17.4,17.65,nas20056,98,0.0
18.0,18.25,nas20056,99,0.0
18.1,18.35,nas20056,100,0.0
18.2,18.45,nas20056,101,0.0
18.3,18.55,nas20056,102,0.0
18.4,18.65,nas20056,103,0.0
19.5,19.75,nas20056,104,0.0
19.6,19.85,nas20056,105,0.0
19.7,19.95,nas20056,106,0.0
19.8,20.05,nas20056,107,0.0
19.9,20.15,nas20056,108,0.0
20.0,20.25,nas20056,109,0.0
20.1,20.35,nas20056,110,0.0
20.2,20.45,nas20056,111,0.0
20.3,20.55,nas20056,112,0.0
20.4,20.65,nas20056,113,0.0
20.5,20.75,nas20056,114,0.21
20.6,20.85,nas20056,115,0.61
20.7,20.95,nas20056,116,0.71
20.8,21.05,nas20056,117,0.31
20.9,21.15,nas20056,118,0.0
21.0,21.25,nas20056,119,0.0
21.1,21.35,nas20056,120,0.31
21.2,21.45,nas20056,121,0.71
21.3,21.55,nas20056,122,1.0
21.4,21.65,nas20056,123,1.0
21.9,22.15,nas20056,124,1.0
22.0,22.25,nas20056,125,0.67
22.1,22.35,nas20056,126,0.27
22.2,22.45,nas20056,127,0.0
22.3,22.55,nas20056,128,0.11
22.4,22.65,nas20056,129,0.0
22.5,22.75,nas20056,130,0.25
22.6,22.85,nas20056,131,0.29
22.7,22.95,nas20056,132,0.82
22.8,23.05,nas20056,133,0.0
22.9,23.15,nas20056,134,0.23
23.0,23.25,nas20056,135,0.0
23.1,23.35,nas20056,136,0.0
23.2,23.45,nas20056,137,0.0
24.3,24.55,nas20056,138,0.0
24.4,24.65,nas20056,139,0.0
24.5,24.75,nas20056,140,0.0
24.6,24.85,nas20056,141,0.0
24.7,24.95,nas20056,142,0.0
24.8,25.05,nas20056,143,0.0
24.9,25.15,nas20056,144,0.0
25.0,25.25,nas20056,145,0.03
25.1,25.35,nas20056,146,0.43
25.2,25.45,nas20056,147,0.83
25.6,25.85,nas20056,148,0.31
25.7,25.95,nas20056,149,0.71
25.8,26.05,nas20056,150,0.87
26.9,27.15,nas20056,151,0.0
27.0,27.25,nas20056,152,0.0
27.1,27.35,nas20056,153,0.0
27.2,27.45,nas20056,154,0.04
27.3,27.55,nas20056,155,0.44
27.4,27.65,nas20056,156,0.84
27.5,27.75,nas20056,157,1.0
27.6,27.85,nas20056,158,1.0
27.7,27.95,nas20056,159,0.82
27.8,28.05,nas20056,160,0.42
28.8,29.05,nas20056,161,0.0
28.9,29.15,nas20056,162,0.0
29.0,29.25,nas20056,163,0.0
29.4,29.65,nas20056,164,0.0
29.9,30.15,nas20056,165,0.0
30.3,30.55,nas20056,166,0.38
30.4,30.65,nas20056,167,0.12
30.5,30.75,nas20056,168,0.52
30.6,30.85,nas20056,169,0.0
30.7,30.95,nas20056,170,0.22
30.8,31.05,nas20056,171,0.0
30.9,31.15,nas20056,172,0.0
31.0,31.25,nas20056,173,0.0
31.1,31.35,nas20056,174,0.11
31.2,31.45,nas20056,175,0.51
31.3,31.55,nas20056,176,0.0
31.4,31.65,nas20056,177,0.54
31.5,31.75,nas20056,178,0.14
31.6,31.85,nas20056,179,0.0
31.7,31.95,nas20056,180,0.0
31.8,32.05,nas20056,181,0.0
31.9,32.15,nas20056,182,0.18
32.0,32.25,nas20056,183,0.0
32.1,32.35,nas20056,184,0.0
32.2,32.45,nas20056,185,0.11
32.3,32.55,nas20056,186,0.51
33.3,33.55,nas20056,187,0.0
33.4,33.65,nas20056,188,0.0
33.5,33.75,nas20056,189,0.0
33.6,33.85,nas20056,190,0.0
33.7,33.95,nas20056,191,0.0
33.8,34.05,nas20056,192,0.0
33.9,34.15,nas20056,193,0.16
34.0,34.25,nas20056,194,0.0
34.1,34.35,nas20056,195,0.0
34.2,34.45,nas20056,196,0.2
34.3,34.55,nas20056,197,0.0
34.4,34.65,nas20056,198,0.38
34.5,34.75,nas20056,199,0.0
34.6,34.85,nas20056,200,0.66
34.7,34.95,nas20056,201,0.66
34.8,35.05,nas20056,202,0.82
34.9,35.15,nas20056,203,0.42
35.0,35.25,nas20056,204,0.02
35.1,35.35,nas20056,205,0.0
35.2,35.45,nas20056,206,0.0
36.1,36.35,nas20056,207,0.48
36.2,36.45,nas20056,208,0.88
38.4,38.65,nas20056,209,0.0
38.5,38.75,nas20056,210,0.0
38.6,38.85,nas20056,211,0.0
38.7,38.95,nas20056,212,0.0
38.8,39.05,nas20056,213,0.0
