inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,bcn01309,T0unocinco,0,0
0.1,0.35,bcn01309,T0unocinco,1,1
0.2,0.45,bcn01309,T0unocinco,2,2
0.3,0.55,bcn01309,T0unocinco,3,3
0.4,0.65,bcn01309,T0unocinco,4,4
0.5,0.75,bcn01309,T0unocinco,5,5
0.6,0.85,bcn01309,T0unocinco,6,6
0.7,0.95,bcn01309,T0unocinco,7,7
0.8,1.05,bcn01309,T0unocinco,8,8
0.9,1.15,bcn01309,T0unocinco,9,9
1.0,1.25,bcn01309,T0unocinco,10,10
1.1,1.35,bcn01309,T0unocinco,11,11
1.2,1.45,bcn01309,T0unocinco,12,12
1.3,1.55,bcn01309,T0unocinco,13,13
1.4,1.65,bcn01309,T0unocinco,14,14
1.5,1.75,bcn01309,T0unocinco,15,15
0.0,0.25,bcn01309,T1unodiez,16,0
0.1,0.35,bcn01309,T1unodiez,17,1
0.2,0.45,bcn01309,T1unodiez,18,2
0.3,0.55,bcn01309,T1unodiez,19,3
0.4,0.65,bcn01309,T1unodiez,20,4
0.5,0.75,bcn01309,T1unodiez,21,5
0.6,0.85,bcn01309,T1unodiez,22,6
0.7,0.95,bcn01309,T1unodiez,23,7
0.8,1.05,bcn01309,T1unodiez,24,8
0.9,1.15,bcn01309,T1unodiez,25,9
1.0,1.25,bcn01309,T1unodiez,26,10
1.1,1.35,bcn01309,T1unodiez,27,11
1.2,1.45,bcn01309,T1unodiez,28,12
1.3,1.55,bcn01309,T1unodiez,29,13
1.4,1.65,bcn01309,T1unodiez,30,14
1.5,1.75,bcn01309,T1unodiez,31,15
1.6,1.85,bcn01309,T1unodiez,32,16
1.7,1.95,bcn01309,T1unodiez,33,17
1.8,2.05,bcn01309,T1unodiez,34,18
1.9,2.15,bcn01309,T1unodiez,35,19
2.0,2.25,bcn01309,T1unodiez,36,20
2.1,2.35,bcn01309,T1unodiez,37,21
2.2,2.45,bcn01309,T1unodiez,38,22
2.3,2.55,bcn01309,T1unodiez,39,23
2.4,2.65,bcn01309,T1unodiez,40,24
2.5,2.75,bcn01309,T1unodiez,41,25
2.6,2.85,bcn01309,T1unodiez,42,26
2.7,2.95,bcn01309,T1unodiez,43,27
2.8,3.05,bcn01309,T1unodiez,44,28
2.9,3.15,bcn01309,T1unodiez,45,29
3.0,3.25,bcn01309,T1unodiez,46,30
3.1,3.35,bcn01309,T1unodiez,47,31
3.2,3.45,bcn01309,T1unodiez,48,32
3.3,3.55,bcn01309,T1unodiez,49,33
0.0,0.25,bcn01309,T2pa,50,0
0.1,0.35,bcn01309,T2pa,51,1
0.2,0.45,bcn01309,T2pa,52,2
0.3,0.55,bcn01309,T2pa,53,3
0.4,0.65,bcn01309,T2pa,54,4
0.5,0.75,bcn01309,T2pa,55,5
0.6,0.85,bcn01309,T2pa,56,6
0.7,0.95,bcn01309,T2pa,57,7
0.8,1.05,bcn01309,T2pa,58,8
0.9,1.15,bcn01309,T2pa,59,9
1.0,1.25,bcn01309,T2pa,60,10
1.1,1.35,bcn01309,T2pa,61,11
1.2,1.45,bcn01309,T2pa,62,12
1.3,1.55,bcn01309,T2pa,63,13
1.4,1.65,bcn01309,T2pa,64,14
1.5,1.75,bcn01309,T2pa,65,15
1.6,1.85,bcn01309,T2pa,66,16
1.7,1.95,bcn01309,T2pa,67,17
1.8,2.05,bcn01309,T2pa,68,18
1.9,2.15,bcn01309,T2pa,69,19
2.0,2.25,bcn01309,T2pa,70,20
2.1,2.35,bcn01309,T2pa,71,21
2.2,2.45,bcn01309,T2pa,72,22
2.3,2.55,bcn01309,T2pa,73,23
2.4,2.65,bcn01309,T2pa,74,24
2.5,2.75,bcn01309,T2pa,75,25
0.0,0.25,bcn01309,T2pi,76,0
0.1,0.35,bcn01309,T2pi,77,1
0.2,0.45,bcn01309,T2pi,78,2
0.3,0.55,bcn01309,T2pi,79,3
0.4,0.65,bcn01309,T2pi,80,4
0.5,0.75,bcn01309,T2pi,81,5
0.6,0.85,bcn01309,T2pi,82,6
0.7,0.95,bcn01309,T2pi,83,7
0.8,1.05,bcn01309,T2pi,84,8
0.9,1.15,bcn01309,T2pi,85,9
1.0,1.25,bcn01309,T2pi,86,10
1.1,1.35,bcn01309,T2pi,87,11
1.2,1.45,bcn01309,T2pi,88,12
1.3,1.55,bcn01309,T2pi,89,13
1.4,1.65,bcn01309,T2pi,90,14
1.5,1.75,bcn01309,T2pi,91,15
1.6,1.85,bcn01309,T2pi,92,16
1.7,1.95,bcn01309,T2pi,93,17
1.8,2.05,bcn01309,T2pi,94,18
1.9,2.15,bcn01309,T2pi,95,19
2.0,2.25,bcn01309,T2pi,96,20
2.1,2.35,bcn01309,T2pi,97,21
2.2,2.45,bcn01309,T2pi,98,22
2.3,2.55,bcn01309,T2pi,99,23
2.4,2.65,bcn01309,T2pi,100,24
2.5,2.75,bcn01309,T2pi,101,25
2.6,2.85,bcn01309,T2pi,102,26
2.7,2.95,bcn01309,T2pi,103,27
2.8,3.05,bcn01309,T2pi,104,28
2.9,3.15,bcn01309,T2pi,105,29
3.0,3.25,bcn01309,T2pi,106,30
3.1,3.35,bcn01309,T2pi,107,31
3.2,3.45,bcn01309,T2pi,108,32
3.3,3.55,bcn01309,T2pi,109,33
3.4,3.65,bcn01309,T2pi,110,34
3.5,3.75,bcn01309,T2pi,111,35
