inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin97211b,T0unocinco,0,0
0.1,0.35,fin97211b,T0unocinco,1,1
0.2,0.45,fin97211b,T0unocinco,2,2
0.3,0.55,fin97211b,T0unocinco,3,3
0.4,0.65,fin97211b,T0unocinco,4,4
0.5,0.75,fin97211b,T0unocinco,5,5
0.6,0.85,fin97211b,T0unocinco,6,6
0.7,0.95,fin97211b,T0unocinco,7,7
0.8,1.05,fin97211b,T0unocinco,8,8
0.9,1.15,fin97211b,T0unocinco,9,9
1.0,1.25,fin97211b,T0unocinco,10,10
1.1,1.35,fin97211b,T0unocinco,11,11
1.2,1.45,fin97211b,T0unocinco,12,12
1.3,1.55,fin97211b,T0unocinco,13,13
1.4,1.65,fin97211b,T0unocinco,14,14
1.5,1.75,fin97211b,T0unocinco,15,15
1.6,1.85,fin97211b,T0unocinco,16,16
1.7,1.95,fin97211b,T0unocinco,17,17
1.8,2.05,fin97211b,T0unocinco,18,18
1.9,2.15,fin97211b,T0unocinco,19,19
2.0,2.25,fin97211b,T0unocinco,20,20
2.1,2.35,fin97211b,T0unocinco,21,21
0.0,0.25,fin97211b,T1unodiez,22,0
0.1,0.35,fin97211b,T1unodiez,23,1
0.2,0.45,fin97211b,T1unodiez,24,2
0.3,0.55,fin97211b,T1unodiez,25,3
0.4,0.65,fin97211b,T1unodiez,26,4
0.5,0.75,fin97211b,T1unodiez,27,5
0.6,0.85,fin97211b,T1unodiez,28,6
0.7,0.95,fin97211b,T1unodiez,29,7
0.8,1.05,fin97211b,T1unodiez,30,8
0.9,1.15,fin97211b,T1unodiez,31,9
1.0,1.25,fin97211b,T1unodiez,32,10
1.1,1.35,fin97211b,T1unodiez,33,11
1.2,1.45,fin97211b,T1unodiez,34,12
1.3,1.55,fin97211b,T1unodiez,35,13
1.4,1.65,fin97211b,T1unodiez,36,14
1.5,1.75,fin97211b,T1unodiez,37,15
1.6,1.85,fin97211b,T1unodiez,38,16
1.7,1.95,fin97211b,T1unodiez,39,17
1.8,2.05,fin97211b,T1unodiez,40,18
1.9,2.15,fin97211b,T1unodiez,41,19
2.0,2.25,fin97211b,T1unodiez,42,20
2.1,2.35,fin97211b,T1unodiez,43,21
2.2,2.45,fin97211b,T1unodiez,44,22
2.3,2.55,fin97211b,T1unodiez,45,23
2.4,2.65,fin97211b,T1unodiez,46,24
2.5,2.75,fin97211b,T1unodiez,47,25
2.6,2.85,fin97211b,T1unodiez,48,26
2.7,2.95,fin97211b,T1unodiez,49,27
2.8,3.05,fin97211b,T1unodiez,50,28
2.9,3.15,fin97211b,T1unodiez,51,29
3.0,3.25,fin97211b,T1unodiez,52,30
3.1,3.35,fin97211b,T1unodiez,53,31
3.2,3.45,fin97211b,T1unodiez,54,32
3.3,3.55,fin97211b,T1unodiez,55,33
0.0,0.25,fin97211b,T2pa,56,0
0.1,0.35,fin97211b,T2pa,57,1
0.2,0.45,fin97211b,T2pa,58,2
0.3,0.55,fin97211b,T2pa,59,3
0.4,0.65,fin97211b,T2pa,60,4
0.5,0.75,fin97211b,T2pa,61,5
0.6,0.85,fin97211b,T2pa,62,6
0.7,0.95,fin97211b,T2pa,63,7
0.8,1.05,fin97211b,T2pa,64,8
0.9,1.15,fin97211b,T2pa,65,9
1.0,1.25,fin97211b,T2pa,66,10
1.1,1.35,fin97211b,T2pa,67,11
1.2,1.45,fin97211b,T2pa,68,12
1.3,1.55,fin97211b,T2pa,69,13
1.4,1.65,fin97211b,T2pa,70,14
1.5,1.75,fin97211b,T2pa,71,15
1.6,1.85,fin97211b,T2pa,72,16
1.7,1.95,fin97211b,T2pa,73,17
1.8,2.05,fin97211b,T2pa,74,18
1.9,2.15,fin97211b,T2pa,75,19
2.0,2.25,fin97211b,T2pa,76,20
2.1,2.35,fin97211b,T2pa,77,21
2.2,2.45,fin97211b,T2pa,78,22
2.3,2.55,fin97211b,T2pa,79,23
2.4,2.65,fin97211b,T2pa,80,24
2.5,2.75,fin97211b,T2pa,81,25
2.6,2.85,fin97211b,T2pa,82,26
0.0,0.25,fin97211b,T2pi,83,0
0.1,0.35,fin97211b,T2pi,84,1
0.2,0.45,fin97211b,T2pi,85,2
0.3,0.55,fin97211b,T2pi,86,3
0.4,0.65,fin97211b,T2pi,87,4
0.5,0.75,fin97211b,T2pi,88,5
0.6,0.85,fin97211b,T2pi,89,6
0.7,0.95,fin97211b,T2pi,90,7
0.8,1.05,fin97211b,T2pi,91,8
0.9,1.15,fin97211b,T2pi,92,9
1.0,1.25,fin97211b,T2pi,93,10
1.1,1.35,fin97211b,T2pi,94,11
1.2,1.45,fin97211b,T2pi,95,12
1.3,1.55,fin97211b,T2pi,96,13
1.4,1.65,fin97211b,T2pi,97,14
1.5,1.75,fin97211b,T2pi,98,15
1.6,1.85,fin97211b,T2pi,99,16
1.7,1.95,fin97211b,T2pi,100,17
1.8,2.05,fin97211b,T2pi,101,18
1.9,2.15,fin97211b,T2pi,102,19
2.0,2.25,fin97211b,T2pi,103,20
2.1,2.35,fin97211b,T2pi,104,21
