inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin12807a,T2pa,0,0
0.1,0.35,fin12807a,T2pa,1,1
0.2,0.45,fin12807a,T2pa,2,2
0.3,0.55,fin12807a,T2pa,3,3
0.4,0.65,fin12807a,T2pa,4,4
0.5,0.75,fin12807a,T2pa,5,5
0.6,0.85,fin12807a,T2pa,6,6
0.7,0.95,fin12807a,T2pa,7,7
0.8,1.05,fin12807a,T2pa,8,8
0.9,1.15,fin12807a,T2pa,9,9
1.0,1.25,fin12807a,T2pa,10,10
1.1,1.35,fin12807a,T2pa,11,11
1.2,1.45,fin12807a,T2pa,12,12
1.3,1.55,fin12807a,T2pa,13,13
0.0,0.25,fin12807a,T2pi,14,0
0.1,0.35,fin12807a,T2pi,15,1
0.2,0.45,fin12807a,T2pi,16,2
0.3,0.55,fin12807a,T2pi,17,3
0.4,0.65,fin12807a,T2pi,18,4
0.5,0.75,fin12807a,T2pi,19,5
0.6,0.85,fin12807a,T2pi,20,6
0.7,0.95,fin12807a,T2pi,21,7
0.8,1.05,fin12807a,T2pi,22,8
0.9,1.15,fin12807a,T2pi,23,9
1.0,1.25,fin12807a,T2pi,24,10
1.1,1.35,fin12807a,T2pi,25,11
1.2,1.45,fin12807a,T2pi,26,12
1.3,1.55,fin12807a,T2pi,27,13
1.4,1.65,fin12807a,T2pi,28,14
1.5,1.75,fin12807a,T2pi,29,15
1.6,1.85,fin12807a,T2pi,30,16
1.7,1.95,fin12807a,T2pi,31,17
1.8,2.05,fin12807a,T2pi,32,18
1.9,2.15,fin12807a,T2pi,33,19
2.0,2.25,fin12807a,T2pi,34,20
2.1,2.35,fin12807a,T2pi,35,21
2.2,2.45,fin12807a,T2pi,36,22
2.3,2.55,fin12807a,T2pi,37,23
2.4,2.65,fin12807a,T2pi,38,24
2.5,2.75,fin12807a,T2pi,39,25
2.6,2.85,fin12807a,T2pi,40,26
2.7,2.95,fin12807a,T2pi,41,27
0.0,0.25,fin12807a,T2ta,42,0
0.1,0.35,fin12807a,T2ta,43,1
0.2,0.45,fin12807a,T2ta,44,2
0.3,0.55,fin12807a,T2ta,45,3
0.4,0.65,fin12807a,T2ta,46,4
0.5,0.75,fin12807a,T2ta,47,5
0.6,0.85,fin12807a,T2ta,48,6
0.7,0.95,fin12807a,T2ta,49,7
0.8,1.05,fin12807a,T2ta,50,8
0.9,1.15,fin12807a,T2ta,51,9
1.0,1.25,fin12807a,T2ta,52,10
1.1,1.35,fin12807a,T2ta,53,11
1.2,1.45,fin12807a,T2ta,54,12
1.3,1.55,fin12807a,T2ta,55,13
1.4,1.65,fin12807a,T2ta,56,14
1.5,1.75,fin12807a,T2ta,57,15
1.6,1.85,fin12807a,T2ta,58,16
1.7,1.95,fin12807a,T2ta,59,17
1.8,2.05,fin12807a,T2ta,60,18
1.9,2.15,fin12807a,T2ta,61,19
2.0,2.25,fin12807a,T2ta,62,20
2.1,2.35,fin12807a,T2ta,63,21
2.2,2.45,fin12807a,T2ta,64,22
2.3,2.55,fin12807a,T2ta,65,23
2.4,2.65,fin12807a,T2ta,66,24
2.5,2.75,fin12807a,T2ta,67,25
2.6,2.85,fin12807a,T2ta,68,26
0.0,0.25,fin12807a,T2ti,69,0
0.1,0.35,fin12807a,T2ti,70,1
0.2,0.45,fin12807a,T2ti,71,2
0.3,0.55,fin12807a,T2ti,72,3
0.4,0.65,fin12807a,T2ti,73,4
0.5,0.75,fin12807a,T2ti,74,5
0.6,0.85,fin12807a,T2ti,75,6
0.7,0.95,fin12807a,T2ti,76,7
0.8,1.05,fin12807a,T2ti,77,8
0.9,1.15,fin12807a,T2ti,78,9
1.0,1.25,fin12807a,T2ti,79,10
1.1,1.35,fin12807a,T2ti,80,11
1.2,1.45,fin12807a,T2ti,81,12
1.3,1.55,fin12807a,T2ti,82,13
1.4,1.65,fin12807a,T2ti,83,14
1.5,1.75,fin12807a,T2ti,84,15
1.6,1.85,fin12807a,T2ti,85,16
1.7,1.95,fin12807a,T2ti,86,17
1.8,2.05,fin12807a,T2ti,87,18
1.9,2.15,fin12807a,T2ti,88,19
2.0,2.25,fin12807a,T2ti,89,20
2.1,2.35,fin12807a,T2ti,90,21
2.2,2.45,fin12807a,T2ti,91,22
