inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,nas07408a,T0unocinco,0,0
0.1,0.35,nas07408a,T0unocinco,1,1
0.2,0.45,nas07408a,T0unocinco,2,2
0.3,0.55,nas07408a,T0unocinco,3,3
0.4,0.65,nas07408a,T0unocinco,4,4
0.5,0.75,nas07408a,T0unocinco,5,5
0.6,0.85,nas07408a,T0unocinco,6,6
0.7,0.95,nas07408a,T0unocinco,7,7
0.8,1.05,nas07408a,T0unocinco,8,8
0.9,1.15,nas07408a,T0unocinco,9,9
1.0,1.25,nas07408a,T0unocinco,10,10
1.1,1.35,nas07408a,T0unocinco,11,11
1.2,1.45,nas07408a,T0unocinco,12,12
1.3,1.55,nas07408a,T0unocinco,13,13
1.4,1.65,nas07408a,T0unocinco,14,14
1.5,1.75,nas07408a,T0unocinco,15,15
1.6,1.85,nas07408a,T0unocinco,16,16
1.7,1.95,nas07408a,T0unocinco,17,17
1.8,2.05,nas07408a,T0unocinco,18,18
1.9,2.15,nas07408a,T0unocinco,19,19
2.0,2.25,nas07408a,T0unocinco,20,20
2.1,2.35,nas07408a,T0unocinco,21,21
0.0,0.25,nas07408a,T1unodiez,22,0
0.1,0.35,nas07408a,T1unodiez,23,1
0.2,0.45,nas07408a,T1unodiez,24,2
0.3,0.55,nas07408a,T1unodiez,25,3
0.4,0.65,nas07408a,T1unodiez,26,4
0.5,0.75,nas07408a,T1unodiez,27,5
0.6,0.85,nas07408a,T1unodiez,28,6
0.7,0.95,nas07408a,T1unodiez,29,7
0.8,1.05,nas07408a,T1unodiez,30,8
0.9,1.15,nas07408a,T1unodiez,31,9
1.0,1.25,nas07408a,T1unodiez,32,10
1.1,1.35,nas07408a,T1unodiez,33,11
1.2,1.45,nas07408a,T1unodiez,34,12
1.3,1.55,nas07408a,T1unodiez,35,13
1.4,1.65,nas07408a,T1unodiez,36,14
1.5,1.75,nas07408a,T1unodiez,37,15
1.6,1.85,nas07408a,T1unodiez,38,16
1.7,1.95,nas07408a,T1unodiez,39,17
1.8,2.05,nas07408a,T1unodiez,40,18
1.9,2.15,nas07408a,T1unodiez,41,19
2.0,2.25,nas07408a,T1unodiez,42,20
2.1,2.35,nas07408a,T1unodiez,43,21
2.2,2.45,nas07408a,T1unodiez,44,22
2.3,2.55,nas07408a,T1unodiez,45,23
2.4,2.65,nas07408a,T1unodiez,46,24
2.5,2.75,nas07408a,T1unodiez,47,25
2.6,2.85,nas07408a,T1unodiez,48,26
2.7,2.95,nas07408a,T1unodiez,49,27
2.8,3.05,nas07408a,T1unodiez,50,28
2.9,3.15,nas07408a,T1unodiez,51,29
3.0,3.25,nas07408a,T1unodiez,52,30
3.1,3.35,nas07408a,T1unodiez,53,31
3.2,3.45,nas07408a,T1unodiez,54,32
3.3,3.55,nas07408a,T1unodiez,55,33
3.4,3.65,nas07408a,T1unodiez,56,34
3.5,3.75,nas07408a,T1unodiez,57,35
3.6,3.85,nas07408a,T1unodiez,58,36
3.7,3.95,nas07408a,T1unodiez,59,37
3.8,4.05,nas07408a,T1unodiez,60,38
3.9,4.15,nas07408a,T1unodiez,61,39
4.0,4.25,nas07408a,T1unodiez,62,40
4.1,4.35,nas07408a,T1unodiez,63,41
4.2,4.45,nas07408a,T1unodiez,64,42
4.3,4.55,nas07408a,T1unodiez,65,43
4.4,4.65,nas07408a,T1unodiez,66,44
4.5,4.75,nas07408a,T1unodiez,67,45
4.6,4.85,nas07408a,T1unodiez,68,46
0.0,0.25,nas07408a,T2pa,69,0
0.1,0.35,nas07408a,T2pa,70,1
0.2,0.45,nas07408a,T2pa,71,2
0.3,0.55,nas07408a,T2pa,72,3
0.4,0.65,nas07408a,T2pa,73,4
0.5,0.75,nas07408a,T2pa,74,5
0.6,0.85,nas07408a,T2pa,75,6
0.7,0.95,nas07408a,T2pa,76,7
0.8,1.05,nas07408a,T2pa,77,8
0.9,1.15,nas07408a,T2pa,78,9
1.0,1.25,nas07408a,T2pa,79,10
1.1,1.35,nas07408a,T2pa,80,11
1.2,1.45,nas07408a,T2pa,81,12
1.3,1.55,nas07408a,T2pa,82,13
1.4,1.65,nas07408a,T2pa,83,14
1.5,1.75,nas07408a,T2pa,84,15
1.6,1.85,nas07408a,T2pa,85,16
1.7,1.95,nas07408a,T2pa,86,17
1.8,2.05,nas07408a,T2pa,87,18
0.0,0.25,nas07408a,T2pi,88,0
0.1,0.35,nas07408a,T2pi,89,1
0.2,0.45,nas07408a,T2pi,90,2
0.3,0.55,nas07408a,T2pi,91,3
0.4,0.65,nas07408a,T2pi,92,4
0.5,0.75,nas07408a,T2pi,93,5
0.6,0.85,nas07408a,T2pi,94,6
0.7,0.95,nas07408a,T2pi,95,7
0.8,1.05,nas07408a,T2pi,96,8
0.9,1.15,nas07408a,T2pi,97,9
1.0,1.25,nas07408a,T2pi,98,10
1.1,1.35,nas07408a,T2pi,99,11
1.2,1.45,nas07408a,T2pi,100,12
1.3,1.55,nas07408a,T2pi,101,13
1.4,1.65,nas07408a,T2pi,102,14
1.5,1.75,nas07408a,T2pi,103,15
1.6,1.85,nas07408a,T2pi,104,16
1.7,1.95,nas07408a,T2pi,105,17
1.8,2.05,nas07408a,T2pi,106,18
1.9,2.15,nas07408a,T2pi,107,19
2.0,2.25,nas07408a,T2pi,108,20
0.0,0.25,nas07408a,T2ta,109,0
0.1,0.35,nas07408a,T2ta,110,1
0.2,0.45,nas07408a,T2ta,111,2
0.3,0.55,nas07408a,T2ta,112,3
0.4,0.65,nas07408a,T2ta,113,4
0.5,0.75,nas07408a,T2ta,114,5
0.6,0.85,nas07408a,T2ta,115,6
0.7,0.95,nas07408a,T2ta,116,7
0.8,1.05,nas07408a,T2ta,117,8
0.9,1.15,nas07408a,T2ta,118,9
1.0,1.25,nas07408a,T2ta,119,10
1.1,1.35,nas07408a,T2ta,120,11
1.2,1.45,nas07408a,T2ta,121,12
1.3,1.55,nas07408a,T2ta,122,13
1.4,1.65,nas07408a,T2ta,123,14
1.5,1.75,nas07408a,T2ta,124,15
1.6,1.85,nas07408a,T2ta,125,16
1.7,1.95,nas07408a,T2ta,126,17
1.8,2.05,nas07408a,T2ta,127,18
0.0,0.25,nas07408a,T2ti,128,0
0.1,0.35,nas07408a,T2ti,129,1
0.2,0.45,nas07408a,T2ti,130,2
0.3,0.55,nas07408a,T2ti,131,3
0.4,0.65,nas07408a,T2ti,132,4
0.5,0.75,nas07408a,T2ti,133,5
0.6,0.85,nas07408a,T2ti,134,6
0.7,0.95,nas07408a,T2ti,135,7
0.8,1.05,nas07408a,T2ti,136,8
0.9,1.15,nas07408a,T2ti,137,9
1.0,1.25,nas07408a,T2ti,138,10
1.1,1.35,nas07408a,T2ti,139,11
1.2,1.45,nas07408a,T2ti,140,12
1.3,1.55,nas07408a,T2ti,141,13
1.4,1.65,nas07408a,T2ti,142,14
1.5,1.75,nas07408a,T2ti,143,15
1.6,1.85,nas07408a,T2ti,144,16
1.7,1.95,nas07408a,T2ti,145,17
0.0,0.25,nas07408a,T2ka,146,0
0.1,0.35,nas07408a,T2ka,147,1
0.2,0.45,nas07408a,T2ka,148,2
0.3,0.55,nas07408a,T2ka,149,3
0.4,0.65,nas07408a,T2ka,150,4
0.5,0.75,nas07408a,T2ka,151,5
0.6,0.85,nas07408a,T2ka,152,6
0.7,0.95,nas07408a,T2ka,153,7
0.8,1.05,nas07408a,T2ka,154,8
0.9,1.15,nas07408a,T2ka,155,9
1.0,1.25,nas07408a,T2ka,156,10
1.1,1.35,nas07408a,T2ka,157,11
1.2,1.45,nas07408a,T2ka,158,12
1.3,1.55,nas07408a,T2ka,159,13
1.4,1.65,nas07408a,T2ka,160,14
1.5,1.75,nas07408a,T2ka,161,15
0.0,0.25,nas07408a,T2ki,162,0
0.1,0.35,nas07408a,T2ki,163,1
0.2,0.45,nas07408a,T2ki,164,2
0.3,0.55,nas07408a,T2ki,165,3
0.4,0.65,nas07408a,T2ki,166,4
0.5,0.75,nas07408a,T2ki,167,5
0.6,0.85,nas07408a,T2ki,168,6
0.7,0.95,nas07408a,T2ki,169,7
0.8,1.05,nas07408a,T2ki,170,8
0.9,1.15,nas07408a,T2ki,171,9
1.0,1.25,nas07408a,T2ki,172,10
1.1,1.35,nas07408a,T2ki,173,11
1.2,1.45,nas07408a,T2ki,174,12
1.3,1.55,nas07408a,T2ki,175,13
1.4,1.65,nas07408a,T2ki,176,14
1.5,1.75,nas07408a,T2ki,177,15
1.6,1.85,nas07408a,T2ki,178,16
1.7,1.95,nas07408a,T2ki,179,17
1.8,2.05,nas07408a,T2ki,180,18
0.0,0.25,nas07408a,T3f,181,0
0.1,0.35,nas07408a,T3f,182,1
0.2,0.45,nas07408a,T3f,183,2
0.3,0.55,nas07408a,T3f,184,3
0.4,0.65,nas07408a,T3f,185,4
0.5,0.75,nas07408a,T3f,186,5
0.6,0.85,nas07408a,T3f,187,6
0.7,0.95,nas07408a,T3f,188,7
0.8,1.05,nas07408a,T3f,189,8
0.9,1.15,nas07408a,T3f,190,9
1.0,1.25,nas07408a,T3f,191,10
1.1,1.35,nas07408a,T3f,192,11
1.2,1.45,nas07408a,T3f,193,12
1.3,1.55,nas07408a,T3f,194,13
1.4,1.65,nas07408a,T3f,195,14
1.5,1.75,nas07408a,T3f,196,15
1.6,1.85,nas07408a,T3f,197,16
1.7,1.95,nas07408a,T3f,198,17
1.8,2.05,nas07408a,T3f,199,18
1.9,2.15,nas07408a,T3f,200,19
0.0,0.25,nas07408a,T3s,201,0
0.1,0.35,nas07408a,T3s,202,1
0.2,0.45,nas07408a,T3s,203,2
0.3,0.55,nas07408a,T3s,204,3
0.4,0.65,nas07408a,T3s,205,4
0.5,0.75,nas07408a,T3s,206,5
0.6,0.85,nas07408a,T3s,207,6
0.7,0.95,nas07408a,T3s,208,7
0.8,1.05,nas07408a,T3s,209,8
0.9,1.15,nas07408a,T3s,210,9
1.0,1.25,nas07408a,T3s,211,10
1.1,1.35,nas07408a,T3s,212,11
1.2,1.45,nas07408a,T3s,213,12
1.3,1.55,nas07408a,T3s,214,13
1.4,1.65,nas07408a,T3s,215,14
1.5,1.75,nas07408a,T3s,216,15
1.6,1.85,nas07408a,T3s,217,16
1.7,1.95,nas07408a,T3s,218,17
1.8,2.05,nas07408a,T3s,219,18
1.9,2.15,nas07408a,T3s,220,19
2.0,2.25,nas07408a,T3s,221,20
2.1,2.35,nas07408a,T3s,222,21
2.2,2.45,nas07408a,T3s,223,22
2.3,2.55,nas07408a,T3s,224,23
2.4,2.65,nas07408a,T3s,225,24
0.0,0.25,nas07408a,T4a,226,0
0.1,0.35,nas07408a,T4a,227,1
0.2,0.45,nas07408a,T4a,228,2
0.3,0.55,nas07408a,T4a,229,3
0.4,0.65,nas07408a,T4a,230,4
0.5,0.75,nas07408a,T4a,231,5
0.6,0.85,nas07408a,T4a,232,6
0.7,0.95,nas07408a,T4a,233,7
0.8,1.05,nas07408a,T4a,234,8
0.9,1.15,nas07408a,T4a,235,9
1.0,1.25,nas07408a,T4a,236,10
1.1,1.35,nas07408a,T4a,237,11
1.2,1.45,nas07408a,T4a,238,12
1.3,1.55,nas07408a,T4a,239,13
1.4,1.65,nas07408a,T4a,240,14
1.5,1.75,nas07408a,T4a,241,15
1.6,1.85,nas07408a,T4a,242,16
1.7,1.95,nas07408a,T4a,243,17
1.8,2.05,nas07408a,T4a,244,18
1.9,2.15,nas07408a,T4a,245,19
2.0,2.25,nas07408a,T4a,246,20
2.1,2.35,nas07408a,T4a,247,21
2.2,2.45,nas07408a,T4a,248,22
2.3,2.55,nas07408a,T4a,249,23
2.4,2.65,nas07408a,T4a,250,24
2.5,2.75,nas07408a,T4a,251,25
2.6,2.85,nas07408a,T4a,252,26
2.7,2.95,nas07408a,T4a,253,27
2.8,3.05,nas07408a,T4a,254,28
2.9,3.15,nas07408a,T4a,255,29
3.0,3.25,nas07408a,T4a,256,30
3.1,3.35,nas07408a,T4a,257,31
