inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,bcn00810,T0unocinco,0,0
0.1,0.35,bcn00810,T0unocinco,1,1
0.2,0.45,bcn00810,T0unocinco,2,2
0.3,0.55,bcn00810,T0unocinco,3,3
0.4,0.65,bcn00810,T0unocinco,4,4
0.5,0.75,bcn00810,T0unocinco,5,5
0.6,0.85,bcn00810,T0unocinco,6,6
0.7,0.95,bcn00810,T0unocinco,7,7
0.8,1.05,bcn00810,T0unocinco,8,8
0.9,1.15,bcn00810,T0unocinco,9,9
1.0,1.25,bcn00810,T0unocinco,10,10
1.1,1.35,bcn00810,T0unocinco,11,11
1.2,1.45,bcn00810,T0unocinco,12,12
1.3,1.55,bcn00810,T0unocinco,13,13
1.4,1.65,bcn00810,T0unocinco,14,14
1.5,1.75,bcn00810,T0unocinco,15,15
1.6,1.85,bcn00810,T0unocinco,16,16
1.7,1.95,bcn00810,T0unocinco,17,17
1.8,2.05,bcn00810,T0unocinco,18,18
1.9,2.15,bcn00810,T0unocinco,19,19
2.0,2.25,bcn00810,T0unocinco,20,20
2.1,2.35,bcn00810,T0unocinco,21,21
2.2,2.45,bcn00810,T0unocinco,22,22
2.3,2.55,bcn00810,T0unocinco,23,23
2.4,2.65,bcn00810,T0unocinco,24,24
2.5,2.75,bcn00810,T0unocinco,25,25
2.6,2.85,bcn00810,T0unocinco,26,26
0.0,0.25,bcn00810,T1unodiez,27,0
0.1,0.35,bcn00810,T1unodiez,28,1
0.2,0.45,bcn00810,T1unodiez,29,2
0.3,0.55,bcn00810,T1unodiez,30,3
0.4,0.65,bcn00810,T1unodiez,31,4
0.5,0.75,bcn00810,T1unodiez,32,5
0.6,0.85,bcn00810,T1unodiez,33,6
0.7,0.95,bcn00810,T1unodiez,34,7
0.8,1.05,bcn00810,T1unodiez,35,8
0.9,1.15,bcn00810,T1unodiez,36,9
1.0,1.25,bcn00810,T1unodiez,37,10
1.1,1.35,bcn00810,T1unodiez,38,11
1.2,1.45,bcn00810,T1unodiez,39,12
1.3,1.55,bcn00810,T1unodiez,40,13
1.4,1.65,bcn00810,T1unodiez,41,14
1.5,1.75,bcn00810,T1unodiez,42,15
1.6,1.85,bcn00810,T1unodiez,43,16
1.7,1.95,bcn00810,T1unodiez,44,17
1.8,2.05,bcn00810,T1unodiez,45,18
1.9,2.15,bcn00810,T1unodiez,46,19
2.0,2.25,bcn00810,T1unodiez,47,20
2.1,2.35,bcn00810,T1unodiez,48,21
2.2,2.45,bcn00810,T1unodiez,49,22
2.3,2.55,bcn00810,T1unodiez,50,23
2.4,2.65,bcn00810,T1unodiez,51,24
2.5,2.75,bcn00810,T1unodiez,52,25
2.6,2.85,bcn00810,T1unodiez,53,26
2.7,2.95,bcn00810,T1unodiez,54,27
2.8,3.05,bcn00810,T1unodiez,55,28
2.9,3.15,bcn00810,T1unodiez,56,29
3.0,3.25,bcn00810,T1unodiez,57,30
3.1,3.35,bcn00810,T1unodiez,58,31
3.2,3.45,bcn00810,T1unodiez,59,32
3.3,3.55,bcn00810,T1unodiez,60,33
3.4,3.65,bcn00810,T1unodiez,61,34
3.5,3.75,bcn00810,T1unodiez,62,35
3.6,3.85,bcn00810,T1unodiez,63,36
3.7,3.95,bcn00810,T1unodiez,64,37
3.8,4.05,bcn00810,T1unodiez,65,38
3.9,4.15,bcn00810,T1unodiez,66,39
4.0,4.25,bcn00810,T1unodiez,67,40
4.1,4.35,bcn00810,T1unodiez,68,41
4.2,4.45,bcn00810,T1unodiez,69,42
4.3,4.55,bcn00810,T1unodiez,70,43
4.4,4.65,bcn00810,T1unodiez,71,44
4.5,4.75,bcn00810,T1unodiez,72,45
0.0,0.25,bcn00810,T0unocinco,73,0
0.1,0.35,bcn00810,T0unocinco,74,1
0.2,0.45,bcn00810,T0unocinco,75,2
0.3,0.55,bcn00810,T0unocinco,76,3
0.4,0.65,bcn00810,T0unocinco,77,4
0.5,0.75,bcn00810,T0unocinco,78,5
0.6,0.85,bcn00810,T0unocinco,79,6
0.7,0.95,bcn00810,T0unocinco,80,7
0.8,1.05,bcn00810,T0unocinco,81,8
0.9,1.15,bcn00810,T0unocinco,82,9
1.0,1.25,bcn00810,T0unocinco,83,10
1.1,1.35,bcn00810,T0unocinco,84,11
1.2,1.45,bcn00810,T0unocinco,85,12
1.3,1.55,bcn00810,T0unocinco,86,13
1.4,1.65,bcn00810,T0unocinco,87,14
1.5,1.75,bcn00810,T0unocinco,88,15
1.6,1.85,bcn00810,T0unocinco,89,16
1.7,1.95,bcn00810,T0unocinco,90,17
1.8,2.05,bcn00810,T0unocinco,91,18
1.9,2.15,bcn00810,T0unocinco,92,19
2.0,2.25,bcn00810,T0unocinco,93,20
2.1,2.35,bcn00810,T0unocinco,94,21
0.0,0.25,bcn00810,T2pa,95,0
0.1,0.35,bcn00810,T2pa,96,1
0.2,0.45,bcn00810,T2pa,97,2
0.3,0.55,bcn00810,T2pa,98,3
0.4,0.65,bcn00810,T2pa,99,4
0.5,0.75,bcn00810,T2pa,100,5
0.6,0.85,bcn00810,T2pa,101,6
0.7,0.95,bcn00810,T2pa,102,7
0.8,1.05,bcn00810,T2pa,103,8
0.9,1.15,bcn00810,T2pa,104,9
1.0,1.25,bcn00810,T2pa,105,10
1.1,1.35,bcn00810,T2pa,106,11
1.2,1.45,bcn00810,T2pa,107,12
1.3,1.55,bcn00810,T2pa,108,13
1.4,1.65,bcn00810,T2pa,109,14
1.5,1.75,bcn00810,T2pa,110,15
1.6,1.85,bcn00810,T2pa,111,16
1.7,1.95,bcn00810,T2pa,112,17
1.8,2.05,bcn00810,T2pa,113,18
1.9,2.15,bcn00810,T2pa,114,19
2.0,2.25,bcn00810,T2pa,115,20
2.1,2.35,bcn00810,T2pa,116,21
2.2,2.45,bcn00810,T2pa,117,22
2.3,2.55,bcn00810,T2pa,118,23
2.4,2.65,bcn00810,T2pa,119,24
2.5,2.75,bcn00810,T2pa,120,25
2.6,2.85,bcn00810,T2pa,121,26
2.7,2.95,bcn00810,T2pa,122,27
2.8,3.05,bcn00810,T2pa,123,28
2.9,3.15,bcn00810,T2pa,124,29
3.0,3.25,bcn00810,T2pa,125,30
3.1,3.35,bcn00810,T2pa,126,31
3.2,3.45,bcn00810,T2pa,127,32
3.3,3.55,bcn00810,T2pa,128,33
3.4,3.65,bcn00810,T2pa,129,34
3.5,3.75,bcn00810,T2pa,130,35
3.6,3.85,bcn00810,T2pa,131,36
3.7,3.95,bcn00810,T2pa,132,37
3.8,4.05,bcn00810,T2pa,133,38
3.9,4.15,bcn00810,T2pa,134,39
4.0,4.25,bcn00810,T2pa,135,40
4.1,4.35,bcn00810,T2pa,136,41
4.2,4.45,bcn00810,T2pa,137,42
4.3,4.55,bcn00810,T2pa,138,43
4.4,4.65,bcn00810,T2pa,139,44
4.5,4.75,bcn00810,T2pa,140,45
4.6,4.85,bcn00810,T2pa,141,46
0.0,0.25,bcn00810,T2pi,142,0
0.1,0.35,bcn00810,T2pi,143,1
0.2,0.45,bcn00810,T2pi,144,2
0.3,0.55,bcn00810,T2pi,145,3
0.4,0.65,bcn00810,T2pi,146,4
0.5,0.75,bcn00810,T2pi,147,5
0.6,0.85,bcn00810,T2pi,148,6
0.7,0.95,bcn00810,T2pi,149,7
0.8,1.05,bcn00810,T2pi,150,8
