inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,nas07508b,T0unocinco,0,0
0.1,0.35,nas07508b,T0unocinco,1,1
0.2,0.45,nas07508b,T0unocinco,2,2
0.3,0.55,nas07508b,T0unocinco,3,3
0.4,0.65,nas07508b,T0unocinco,4,4
0.5,0.75,nas07508b,T0unocinco,5,5
0.6,0.85,nas07508b,T0unocinco,6,6
0.7,0.95,nas07508b,T0unocinco,7,7
0.8,1.05,nas07508b,T0unocinco,8,8
0.9,1.15,nas07508b,T0unocinco,9,9
1.0,1.25,nas07508b,T0unocinco,10,10
1.1,1.35,nas07508b,T0unocinco,11,11
1.2,1.45,nas07508b,T0unocinco,12,12
1.3,1.55,nas07508b,T0unocinco,13,13
1.4,1.65,nas07508b,T0unocinco,14,14
1.5,1.75,nas07508b,T0unocinco,15,15
1.6,1.85,nas07508b,T0unocinco,16,16
1.7,1.95,nas07508b,T0unocinco,17,17
1.8,2.05,nas07508b,T0unocinco,18,18
1.9,2.15,nas07508b,T0unocinco,19,19
2.0,2.25,nas07508b,T0unocinco,20,20
2.1,2.35,nas07508b,T0unocinco,21,21
2.2,2.45,nas07508b,T0unocinco,22,22
2.3,2.55,nas07508b,T0unocinco,23,23
2.4,2.65,nas07508b,T0unocinco,24,24
2.5,2.75,nas07508b,T0unocinco,25,25
2.6,2.85,nas07508b,T0unocinco,26,26
2.7,2.95,nas07508b,T0unocinco,27,27
2.8,3.05,nas07508b,T0unocinco,28,28
2.9,3.15,nas07508b,T0unocinco,29,29
3.0,3.25,nas07508b,T0unocinco,30,30
3.1,3.35,nas07508b,T0unocinco,31,31
3.2,3.45,nas07508b,T0unocinco,32,32
3.3,3.55,nas07508b,T0unocinco,33,33
3.4,3.65,nas07508b,T0unocinco,34,34
3.5,3.75,nas07508b,T0unocinco,35,35
3.6,3.85,nas07508b,T0unocinco,36,36
3.7,3.95,nas07508b,T0unocinco,37,37
0.0,0.25,nas07508b,T1unodiez,38,0
0.1,0.35,nas07508b,T1unodiez,39,1
0.2,0.45,nas07508b,T1unodiez,40,2
0.3,0.55,nas07508b,T1unodiez,41,3
0.4,0.65,nas07508b,T1unodiez,42,4
0.5,0.75,nas07508b,T1unodiez,43,5
0.6,0.85,nas07508b,T1unodiez,44,6
0.7,0.95,nas07508b,T1unodiez,45,7
0.8,1.05,nas07508b,T1unodiez,46,8
0.9,1.15,nas07508b,T1unodiez,47,9
1.0,1.25,nas07508b,T1unodiez,48,10
1.1,1.35,nas07508b,T1unodiez,49,11
1.2,1.45,nas07508b,T1unodiez,50,12
1.3,1.55,nas07508b,T1unodiez,51,13
1.4,1.65,nas07508b,T1unodiez,52,14
1.5,1.75,nas07508b,T1unodiez,53,15
1.6,1.85,nas07508b,T1unodiez,54,16
1.7,1.95,nas07508b,T1unodiez,55,17
1.8,2.05,nas07508b,T1unodiez,56,18
1.9,2.15,nas07508b,T1unodiez,57,19
2.0,2.25,nas07508b,T1unodiez,58,20
2.1,2.35,nas07508b,T1unodiez,59,21
2.2,2.45,nas07508b,T1unodiez,60,22
2.3,2.55,nas07508b,T1unodiez,61,23
2.4,2.65,nas07508b,T1unodiez,62,24
2.5,2.75,nas07508b,T1unodiez,63,25
2.6,2.85,nas07508b,T1unodiez,64,26
2.7,2.95,nas07508b,T1unodiez,65,27
2.8,3.05,nas07508b,T1unodiez,66,28
2.9,3.15,nas07508b,T1unodiez,67,29
3.0,3.25,nas07508b,T1unodiez,68,30
3.1,3.35,nas07508b,T1unodiez,69,31
3.2,3.45,nas07508b,T1unodiez,70,32
3.3,3.55,nas07508b,T1unodiez,71,33
3.4,3.65,nas07508b,T1unodiez,72,34
0.0,0.25,nas07508b,T2pa,73,0
0.1,0.35,nas07508b,T2pa,74,1
0.2,0.45,nas07508b,T2pa,75,2
0.3,0.55,nas07508b,T2pa,76,3
0.4,0.65,nas07508b,T2pa,77,4
0.5,0.75,nas07508b,T2pa,78,5
0.6,0.85,nas07508b,T2pa,79,6
0.7,0.95,nas07508b,T2pa,80,7
0.8,1.05,nas07508b,T2pa,81,8
0.9,1.15,nas07508b,T2pa,82,9
1.0,1.25,nas07508b,T2pa,83,10
1.1,1.35,nas07508b,T2pa,84,11
1.2,1.45,nas07508b,T2pa,85,12
1.3,1.55,nas07508b,T2pa,86,13
1.4,1.65,nas07508b,T2pa,87,14
1.5,1.75,nas07508b,T2pa,88,15
1.6,1.85,nas07508b,T2pa,89,16
1.7,1.95,nas07508b,T2pa,90,17
1.8,2.05,nas07508b,T2pa,91,18
1.9,2.15,nas07508b,T2pa,92,19
2.0,2.25,nas07508b,T2pa,93,20
2.1,2.35,nas07508b,T2pa,94,21
2.2,2.45,nas07508b,T2pa,95,22
