inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin97010b,T0unocinco,0,0
0.1,0.35,fin97010b,T0unocinco,1,1
0.2,0.45,fin97010b,T0unocinco,2,2
0.3,0.55,fin97010b,T0unocinco,3,3
0.4,0.65,fin97010b,T0unocinco,4,4
0.5,0.75,fin97010b,T0unocinco,5,5
0.6,0.85,fin97010b,T0unocinco,6,6
0.7,0.95,fin97010b,T0unocinco,7,7
0.8,1.05,fin97010b,T0unocinco,8,8
0.9,1.15,fin97010b,T0unocinco,9,9
1.0,1.25,fin97010b,T0unocinco,10,10
1.1,1.35,fin97010b,T0unocinco,11,11
1.2,1.45,fin97010b,T0unocinco,12,12
1.3,1.55,fin97010b,T0unocinco,13,13
1.4,1.65,fin97010b,T0unocinco,14,14
1.5,1.75,fin97010b,T0unocinco,15,15
0.0,0.25,fin97010b,T1unodiez,16,0
0.1,0.35,fin97010b,T1unodiez,17,1
0.2,0.45,fin97010b,T1unodiez,18,2
0.3,0.55,fin97010b,T1unodiez,19,3
0.4,0.65,fin97010b,T1unodiez,20,4
0.5,0.75,fin97010b,T1unodiez,21,5
0.6,0.85,fin97010b,T1unodiez,22,6
0.7,0.95,fin97010b,T1unodiez,23,7
0.8,1.05,fin97010b,T1unodiez,24,8
0.9,1.15,fin97010b,T1unodiez,25,9
1.0,1.25,fin97010b,T1unodiez,26,10
1.1,1.35,fin97010b,T1unodiez,27,11
1.2,1.45,fin97010b,T1unodiez,28,12
1.3,1.55,fin97010b,T1unodiez,29,13
1.4,1.65,fin97010b,T1unodiez,30,14
1.5,1.75,fin97010b,T1unodiez,31,15
1.6,1.85,fin97010b,T1unodiez,32,16
1.7,1.95,fin97010b,T1unodiez,33,17
1.8,2.05,fin97010b,T1unodiez,34,18
1.9,2.15,fin97010b,T1unodiez,35,19
2.0,2.25,fin97010b,T1unodiez,36,20
2.1,2.35,fin97010b,T1unodiez,37,21
2.2,2.45,fin97010b,T1unodiez,38,22
2.3,2.55,fin97010b,T1unodiez,39,23
2.4,2.65,fin97010b,T1unodiez,40,24
2.5,2.75,fin97010b,T1unodiez,41,25
2.6,2.85,fin97010b,T1unodiez,42,26
2.7,2.95,fin97010b,T1unodiez,43,27
2.8,3.05,fin97010b,T1unodiez,44,28
2.9,3.15,fin97010b,T1unodiez,45,29
3.0,3.25,fin97010b,T1unodiez,46,30
3.1,3.35,fin97010b,T1unodiez,47,31
0.0,0.25,fin97010b,T2pa,48,0
0.1,0.35,fin97010b,T2pa,49,1
0.2,0.45,fin97010b,T2pa,50,2
0.3,0.55,fin97010b,T2pa,51,3
0.4,0.65,fin97010b,T2pa,52,4
0.5,0.75,fin97010b,T2pa,53,5
0.6,0.85,fin97010b,T2pa,54,6
0.7,0.95,fin97010b,T2pa,55,7
0.8,1.05,fin97010b,T2pa,56,8
0.9,1.15,fin97010b,T2pa,57,9
1.0,1.25,fin97010b,T2pa,58,10
1.1,1.35,fin97010b,T2pa,59,11
1.2,1.45,fin97010b,T2pa,60,12
1.3,1.55,fin97010b,T2pa,61,13
1.4,1.65,fin97010b,T2pa,62,14
1.5,1.75,fin97010b,T2pa,63,15
1.6,1.85,fin97010b,T2pa,64,16
1.7,1.95,fin97010b,T2pa,65,17
1.8,2.05,fin97010b,T2pa,66,18
1.9,2.15,fin97010b,T2pa,67,19
2.0,2.25,fin97010b,T2pa,68,20
2.1,2.35,fin97010b,T2pa,69,21
2.2,2.45,fin97010b,T2pa,70,22
2.3,2.55,fin97010b,T2pa,71,23
2.4,2.65,fin97010b,T2pa,72,24
0.0,0.25,fin97010b,T2pi,73,0
0.1,0.35,fin97010b,T2pi,74,1
0.2,0.45,fin97010b,T2pi,75,2
0.3,0.55,fin97010b,T2pi,76,3
0.4,0.65,fin97010b,T2pi,77,4
0.5,0.75,fin97010b,T2pi,78,5
0.6,0.85,fin97010b,T2pi,79,6
0.7,0.95,fin97010b,T2pi,80,7
0.8,1.05,fin97010b,T2pi,81,8
0.9,1.15,fin97010b,T2pi,82,9
1.0,1.25,fin97010b,T2pi,83,10
1.1,1.35,fin97010b,T2pi,84,11
1.2,1.45,fin97010b,T2pi,85,12
1.3,1.55,fin97010b,T2pi,86,13
1.4,1.65,fin97010b,T2pi,87,14
1.5,1.75,fin97010b,T2pi,88,15
1.6,1.85,fin97010b,T2pi,89,16
1.7,1.95,fin97010b,T2pi,90,17
1.8,2.05,fin97010b,T2pi,91,18
1.9,2.15,fin97010b,T2pi,92,19
2.0,2.25,fin97010b,T2pi,93,20
2.1,2.35,fin97010b,T2pi,94,21
2.2,2.45,fin97010b,T2pi,95,22
2.3,2.55,fin97010b,T2pi,96,23
2.4,2.65,fin97010b,T2pi,97,24
2.5,2.75,fin97010b,T2pi,98,25
2.6,2.85,fin97010b,T2pi,99,26
0.0,0.25,fin97010b,T2ta,100,0
0.1,0.35,fin97010b,T2ta,101,1
0.2,0.45,fin97010b,T2ta,102,2
0.3,0.55,fin97010b,T2ta,103,3
0.4,0.65,fin97010b,T2ta,104,4
0.5,0.75,fin97010b,T2ta,105,5
0.6,0.85,fin97010b,T2ta,106,6
0.7,0.95,fin97010b,T2ta,107,7
0.8,1.05,fin97010b,T2ta,108,8
0.9,1.15,fin97010b,T2ta,109,9
1.0,1.25,fin97010b,T2ta,110,10
1.1,1.35,fin97010b,T2ta,111,11
1.2,1.45,fin97010b,T2ta,112,12
1.3,1.55,fin97010b,T2ta,113,13
1.4,1.65,fin97010b,T2ta,114,14
1.5,1.75,fin97010b,T2ta,115,15
1.6,1.85,fin97010b,T2ta,116,16
1.7,1.95,fin97010b,T2ta,117,17
1.8,2.05,fin97010b,T2ta,118,18
1.9,2.15,fin97010b,T2ta,119,19
2.0,2.25,fin97010b,T2ta,120,20
