inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,nas06807b,T0unocinco,0,0
0.1,0.35,nas06807b,T0unocinco,1,1
0.2,0.45,nas06807b,T0unocinco,2,2
0.3,0.55,nas06807b,T0unocinco,3,3
0.4,0.65,nas06807b,T0unocinco,4,4
0.5,0.75,nas06807b,T0unocinco,5,5
0.6,0.85,nas06807b,T0unocinco,6,6
0.7,0.95,nas06807b,T0unocinco,7,7
0.8,1.05,nas06807b,T0unocinco,8,8
0.9,1.15,nas06807b,T0unocinco,9,9
1.0,1.25,nas06807b,T0unocinco,10,10
1.1,1.35,nas06807b,T0unocinco,11,11
1.2,1.45,nas06807b,T0unocinco,12,12
1.3,1.55,nas06807b,T0unocinco,13,13
1.4,1.65,nas06807b,T0unocinco,14,14
1.5,1.75,nas06807b,T0unocinco,15,15
1.6,1.85,nas06807b,T0unocinco,16,16
1.7,1.95,nas06807b,T0unocinco,17,17
0.0,0.25,nas06807b,T1unodiez,18,0
0.1,0.35,nas06807b,T1unodiez,19,1
0.2,0.45,nas06807b,T1unodiez,20,2
0.3,0.55,nas06807b,T1unodiez,21,3
0.4,0.65,nas06807b,T1unodiez,22,4
0.5,0.75,nas06807b,T1unodiez,23,5
0.6,0.85,nas06807b,T1unodiez,24,6
0.7,0.95,nas06807b,T1unodiez,25,7
0.8,1.05,nas06807b,T1unodiez,26,8
0.9,1.15,nas06807b,T1unodiez,27,9
1.0,1.25,nas06807b,T1unodiez,28,10
1.1,1.35,nas06807b,T1unodiez,29,11
1.2,1.45,nas06807b,T1unodiez,30,12
1.3,1.55,nas06807b,T1unodiez,31,13
1.4,1.65,nas06807b,T1unodiez,32,14
1.5,1.75,nas06807b,T1unodiez,33,15
1.6,1.85,nas06807b,T1unodiez,34,16
1.7,1.95,nas06807b,T1unodiez,35,17
1.8,2.05,nas06807b,T1unodiez,36,18
1.9,2.15,nas06807b,T1unodiez,37,19
2.0,2.25,nas06807b,T1unodiez,38,20
2.1,2.35,nas06807b,T1unodiez,39,21
2.2,2.45,nas06807b,T1unodiez,40,22
2.3,2.55,nas06807b,T1unodiez,41,23
2.4,2.65,nas06807b,T1unodiez,42,24
2.5,2.75,nas06807b,T1unodiez,43,25
2.6,2.85,nas06807b,T1unodiez,44,26
2.7,2.95,nas06807b,T1unodiez,45,27
2.8,3.05,nas06807b,T1unodiez,46,28
2.9,3.15,nas06807b,T1unodiez,47,29
3.0,3.25,nas06807b,T1unodiez,48,30
3.1,3.35,nas06807b,T1unodiez,49,31
3.2,3.45,nas06807b,T1unodiez,50,32
3.3,3.55,nas06807b,T1unodiez,51,33
3.4,3.65,nas06807b,T1unodiez,52,34
3.5,3.75,nas06807b,T1unodiez,53,35
3.6,3.85,nas06807b,T1unodiez,54,36
3.7,3.95,nas06807b,T1unodiez,55,37
0.0,0.25,nas06807b,T2pa,56,0
0.1,0.35,nas06807b,T2pa,57,1
0.2,0.45,nas06807b,T2pa,58,2
0.3,0.55,nas06807b,T2pa,59,3
0.4,0.65,nas06807b,T2pa,60,4
0.5,0.75,nas06807b,T2pa,61,5
0.6,0.85,nas06807b,T2pa,62,6
0.7,0.95,nas06807b,T2pa,63,7
0.8,1.05,nas06807b,T2pa,64,8
0.9,1.15,nas06807b,T2pa,65,9
1.0,1.25,nas06807b,T2pa,66,10
1.1,1.35,nas06807b,T2pa,67,11
1.2,1.45,nas06807b,T2pa,68,12
1.3,1.55,nas06807b,T2pa,69,13
1.4,1.65,nas06807b,T2pa,70,14
1.5,1.75,nas06807b,T2pa,71,15
1.6,1.85,nas06807b,T2pa,72,16
1.7,1.95,nas06807b,T2pa,73,17
1.8,2.05,nas06807b,T2pa,74,18
1.9,2.15,nas06807b,T2pa,75,19
2.0,2.25,nas06807b,T2pa,76,20
2.1,2.35,nas06807b,T2pa,77,21
2.2,2.45,nas06807b,T2pa,78,22
2.3,2.55,nas06807b,T2pa,79,23
0.0,0.25,nas06807b,T2pi,80,0
0.1,0.35,nas06807b,T2pi,81,1
0.2,0.45,nas06807b,T2pi,82,2
0.3,0.55,nas06807b,T2pi,83,3
0.4,0.65,nas06807b,T2pi,84,4
0.5,0.75,nas06807b,T2pi,85,5
0.6,0.85,nas06807b,T2pi,86,6
0.7,0.95,nas06807b,T2pi,87,7
0.8,1.05,nas06807b,T2pi,88,8
0.9,1.15,nas06807b,T2pi,89,9
1.0,1.25,nas06807b,T2pi,90,10
1.1,1.35,nas06807b,T2pi,91,11
1.2,1.45,nas06807b,T2pi,92,12
1.3,1.55,nas06807b,T2pi,93,13
1.4,1.65,nas06807b,T2pi,94,14
1.5,1.75,nas06807b,T2pi,95,15
1.6,1.85,nas06807b,T2pi,96,16
1.7,1.95,nas06807b,T2pi,97,17
1.8,2.05,nas06807b,T2pi,98,18
1.9,2.15,nas06807b,T2pi,99,19
2.0,2.25,nas06807b,T2pi,100,20
2.1,2.35,nas06807b,T2pi,101,21
2.2,2.45,nas06807b,T2pi,102,22
2.3,2.55,nas06807b,T2pi,103,23
2.4,2.65,nas06807b,T2pi,104,24
2.5,2.75,nas06807b,T2pi,105,25
2.6,2.85,nas06807b,T2pi,106,26
0.0,0.25,nas06807b,T2ta,107,0
0.1,0.35,nas06807b,T2ta,108,1
0.2,0.45,nas06807b,T2ta,109,2
0.3,0.55,nas06807b,T2ta,110,3
0.4,0.65,nas06807b,T2ta,111,4
0.5,0.75,nas06807b,T2ta,112,5
0.6,0.85,nas06807b,T2ta,113,6
0.7,0.95,nas06807b,T2ta,114,7
0.8,1.05,nas06807b,T2ta,115,8
0.9,1.15,nas06807b,T2ta,116,9
1.0,1.25,nas06807b,T2ta,117,10
1.1,1.35,nas06807b,T2ta,118,11
1.2,1.45,nas06807b,T2ta,119,12
1.3,1.55,nas06807b,T2ta,120,13
1.4,1.65,nas06807b,T2ta,121,14
1.5,1.75,nas06807b,T2ta,122,15
1.6,1.85,nas06807b,T2ta,123,16
1.7,1.95,nas06807b,T2ta,124,17
1.8,2.05,nas06807b,T2ta,125,18
1.9,2.15,nas06807b,T2ta,126,19
2.0,2.25,nas06807b,T2ta,127,20
2.1,2.35,nas06807b,T2ta,128,21
2.2,2.45,nas06807b,T2ta,129,22
2.3,2.55,nas06807b,T2ta,130,23
2.4,2.65,nas06807b,T2ta,131,24
2.5,2.75,nas06807b,T2ta,132,25
2.6,2.85,nas06807b,T2ta,133,26
0.0,0.25,nas06807b,T2ti,134,0
0.1,0.35,nas06807b,T2ti,135,1
0.2,0.45,nas06807b,T2ti,136,2
0.3,0.55,nas06807b,T2ti,137,3
0.4,0.65,nas06807b,T2ti,138,4
0.5,0.75,nas06807b,T2ti,139,5
0.6,0.85,nas06807b,T2ti,140,6
0.7,0.95,nas06807b,T2ti,141,7
0.8,1.05,nas06807b,T2ti,142,8
0.9,1.15,nas06807b,T2ti,143,9
1.0,1.25,nas06807b,T2ti,144,10
1.1,1.35,nas06807b,T2ti,145,11
1.2,1.45,nas06807b,T2ti,146,12
1.3,1.55,nas06807b,T2ti,147,13
1.4,1.65,nas06807b,T2ti,148,14
1.5,1.75,nas06807b,T2ti,149,15
1.6,1.85,nas06807b,T2ti,150,16
1.7,1.95,nas06807b,T2ti,151,17
1.8,2.05,nas06807b,T2ti,152,18
1.9,2.15,nas06807b,T2ti,153,19
2.0,2.25,nas06807b,T2ti,154,20
2.1,2.35,nas06807b,T2ti,155,21
2.2,2.45,nas06807b,T2ti,156,22
2.3,2.55,nas06807b,T2ti,157,23
2.4,2.65,nas06807b,T2ti,158,24
2.5,2.75,nas06807b,T2ti,159,25
0.0,0.25,nas06807b,T2ka,160,0
0.1,0.35,nas06807b,T2ka,161,1
0.2,0.45,nas06807b,T2ka,162,2
0.3,0.55,nas06807b,T2ka,163,3
0.4,0.65,nas06807b,T2ka,164,4
0.5,0.75,nas06807b,T2ka,165,5
0.6,0.85,nas06807b,T2ka,166,6
0.7,0.95,nas06807b,T2ka,167,7
0.8,1.05,nas06807b,T2ka,168,8
0.9,1.15,nas06807b,T2ka,169,9
1.0,1.25,nas06807b,T2ka,170,10
1.1,1.35,nas06807b,T2ka,171,11
1.2,1.45,nas06807b,T2ka,172,12
1.3,1.55,nas06807b,T2ka,173,13
1.4,1.65,nas06807b,T2ka,174,14
1.5,1.75,nas06807b,T2ka,175,15
1.6,1.85,nas06807b,T2ka,176,16
1.7,1.95,nas06807b,T2ka,177,17
1.8,2.05,nas06807b,T2ka,178,18
1.9,2.15,nas06807b,T2ka,179,19
2.0,2.25,nas06807b,T2ka,180,20
2.1,2.35,nas06807b,T2ka,181,21
2.2,2.45,nas06807b,T2ka,182,22
2.3,2.55,nas06807b,T2ka,183,23
2.4,2.65,nas06807b,T2ka,184,24
2.5,2.75,nas06807b,T2ka,185,25
2.6,2.85,nas06807b,T2ka,186,26
0.0,0.25,nas06807b,T2ki,187,0
0.1,0.35,nas06807b,T2ki,188,1
0.2,0.45,nas06807b,T2ki,189,2
0.3,0.55,nas06807b,T2ki,190,3
0.4,0.65,nas06807b,T2ki,191,4
0.5,0.75,nas06807b,T2ki,192,5
0.6,0.85,nas06807b,T2ki,193,6
0.7,0.95,nas06807b,T2ki,194,7
0.8,1.05,nas06807b,T2ki,195,8
0.9,1.15,nas06807b,T2ki,196,9
1.0,1.25,nas06807b,T2ki,197,10
