inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin97805a,T0unocinco,0,0
0.1,0.35,fin97805a,T0unocinco,1,1
0.2,0.45,fin97805a,T0unocinco,2,2
0.3,0.55,fin97805a,T0unocinco,3,3
0.4,0.65,fin97805a,T0unocinco,4,4
0.5,0.75,fin97805a,T0unocinco,5,5
0.6,0.85,fin97805a,T0unocinco,6,6
0.7,0.95,fin97805a,T0unocinco,7,7
0.8,1.05,fin97805a,T0unocinco,8,8
0.9,1.15,fin97805a,T0unocinco,9,9
1.0,1.25,fin97805a,T0unocinco,10,10
1.1,1.35,fin97805a,T0unocinco,11,11
1.2,1.45,fin97805a,T0unocinco,12,12
1.3,1.55,fin97805a,T0unocinco,13,13
1.4,1.65,fin97805a,T0unocinco,14,14
1.5,1.75,fin97805a,T0unocinco,15,15
1.6,1.85,fin97805a,T0unocinco,16,16
1.7,1.95,fin97805a,T0unocinco,17,17
1.8,2.05,fin97805a,T0unocinco,18,18
1.9,2.15,fin97805a,T0unocinco,19,19
2.0,2.25,fin97805a,T0unocinco,20,20
2.1,2.35,fin97805a,T0unocinco,21,21
2.2,2.45,fin97805a,T0unocinco,22,22
2.3,2.55,fin97805a,T0unocinco,23,23
2.4,2.65,fin97805a,T0unocinco,24,24
0.0,0.25,fin97805a,T1unodiez,25,0
0.1,0.35,fin97805a,T1unodiez,26,1
0.2,0.45,fin97805a,T1unodiez,27,2
0.3,0.55,fin97805a,T1unodiez,28,3
0.4,0.65,fin97805a,T1unodiez,29,4
0.5,0.75,fin97805a,T1unodiez,30,5
0.6,0.85,fin97805a,T1unodiez,31,6
0.7,0.95,fin97805a,T1unodiez,32,7
0.8,1.05,fin97805a,T1unodiez,33,8
0.9,1.15,fin97805a,T1unodiez,34,9
1.0,1.25,fin97805a,T1unodiez,35,10
1.1,1.35,fin97805a,T1unodiez,36,11
1.2,1.45,fin97805a,T1unodiez,37,12
1.3,1.55,fin97805a,T1unodiez,38,13
1.4,1.65,fin97805a,T1unodiez,39,14
1.5,1.75,fin97805a,T1unodiez,40,15
1.6,1.85,fin97805a,T1unodiez,41,16
1.7,1.95,fin97805a,T1unodiez,42,17
1.8,2.05,fin97805a,T1unodiez,43,18
1.9,2.15,fin97805a,T1unodiez,44,19
2.0,2.25,fin97805a,T1unodiez,45,20
2.1,2.35,fin97805a,T1unodiez,46,21
2.2,2.45,fin97805a,T1unodiez,47,22
2.3,2.55,fin97805a,T1unodiez,48,23
2.4,2.65,fin97805a,T1unodiez,49,24
2.5,2.75,fin97805a,T1unodiez,50,25
2.6,2.85,fin97805a,T1unodiez,51,26
2.7,2.95,fin97805a,T1unodiez,52,27
2.8,3.05,fin97805a,T1unodiez,53,28
2.9,3.15,fin97805a,T1unodiez,54,29
3.0,3.25,fin97805a,T1unodiez,55,30
3.1,3.35,fin97805a,T1unodiez,56,31
3.2,3.45,fin97805a,T1unodiez,57,32
3.3,3.55,fin97805a,T1unodiez,58,33
3.4,3.65,fin97805a,T1unodiez,59,34
3.5,3.75,fin97805a,T1unodiez,60,35
3.6,3.85,fin97805a,T1unodiez,61,36
0.0,0.25,fin97805a,T2pa,62,0
0.1,0.35,fin97805a,T2pa,63,1
0.2,0.45,fin97805a,T2pa,64,2
0.3,0.55,fin97805a,T2pa,65,3
0.4,0.65,fin97805a,T2pa,66,4
0.5,0.75,fin97805a,T2pa,67,5
0.6,0.85,fin97805a,T2pa,68,6
0.7,0.95,fin97805a,T2pa,69,7
0.8,1.05,fin97805a,T2pa,70,8
0.9,1.15,fin97805a,T2pa,71,9
1.0,1.25,fin97805a,T2pa,72,10
