inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin97710c,T0unocinco,0,0
0.1,0.35,fin97710c,T0unocinco,1,1
0.2,0.45,fin97710c,T0unocinco,2,2
0.3,0.55,fin97710c,T0unocinco,3,3
0.4,0.65,fin97710c,T0unocinco,4,4
0.5,0.75,fin97710c,T0unocinco,5,5
0.6,0.85,fin97710c,T0unocinco,6,6
0.7,0.95,fin97710c,T0unocinco,7,7
0.8,1.05,fin97710c,T0unocinco,8,8
0.9,1.15,fin97710c,T0unocinco,9,9
1.0,1.25,fin97710c,T0unocinco,10,10
1.1,1.35,fin97710c,T0unocinco,11,11
1.2,1.45,fin97710c,T0unocinco,12,12
1.3,1.55,fin97710c,T0unocinco,13,13
1.4,1.65,fin97710c,T0unocinco,14,14
1.5,1.75,fin97710c,T0unocinco,15,15
1.6,1.85,fin97710c,T0unocinco,16,16
1.7,1.95,fin97710c,T0unocinco,17,17
1.8,2.05,fin97710c,T0unocinco,18,18
0.0,0.25,fin97710c,T1unodiez,19,0
0.1,0.35,fin97710c,T1unodiez,20,1
0.2,0.45,fin97710c,T1unodiez,21,2
0.3,0.55,fin97710c,T1unodiez,22,3
0.4,0.65,fin97710c,T1unodiez,23,4
0.5,0.75,fin97710c,T1unodiez,24,5
0.6,0.85,fin97710c,T1unodiez,25,6
0.7,0.95,fin97710c,T1unodiez,26,7
0.8,1.05,fin97710c,T1unodiez,27,8
0.9,1.15,fin97710c,T1unodiez,28,9
1.0,1.25,fin97710c,T1unodiez,29,10
1.1,1.35,fin97710c,T1unodiez,30,11
1.2,1.45,fin97710c,T1unodiez,31,12
1.3,1.55,fin97710c,T1unodiez,32,13
1.4,1.65,fin97710c,T1unodiez,33,14
1.5,1.75,fin97710c,T1unodiez,34,15
1.6,1.85,fin97710c,T1unodiez,35,16
1.7,1.95,fin97710c,T1unodiez,36,17
1.8,2.05,fin97710c,T1unodiez,37,18
1.9,2.15,fin97710c,T1unodiez,38,19
2.0,2.25,fin97710c,T1unodiez,39,20
2.1,2.35,fin97710c,T1unodiez,40,21
2.2,2.45,fin97710c,T1unodiez,41,22
2.3,2.55,fin97710c,T1unodiez,42,23
2.4,2.65,fin97710c,T1unodiez,43,24
2.5,2.75,fin97710c,T1unodiez,44,25
2.6,2.85,fin97710c,T1unodiez,45,26
2.7,2.95,fin97710c,T1unodiez,46,27
2.8,3.05,fin97710c,T1unodiez,47,28
2.9,3.15,fin97710c,T1unodiez,48,29
3.0,3.25,fin97710c,T1unodiez,49,30
3.1,3.35,fin97710c,T1unodiez,50,31
3.2,3.45,fin97710c,T1unodiez,51,32
0.0,0.25,fin97710c,T2pa,52,0
0.1,0.35,fin97710c,T2pa,53,1
0.2,0.45,fin97710c,T2pa,54,2
0.3,0.55,fin97710c,T2pa,55,3
0.4,0.65,fin97710c,T2pa,56,4
0.5,0.75,fin97710c,T2pa,57,5
0.6,0.85,fin97710c,T2pa,58,6
0.7,0.95,fin97710c,T2pa,59,7
0.8,1.05,fin97710c,T2pa,60,8
0.9,1.15,fin97710c,T2pa,61,9
1.0,1.25,fin97710c,T2pa,62,10
1.1,1.35,fin97710c,T2pa,63,11
1.2,1.45,fin97710c,T2pa,64,12
1.3,1.55,fin97710c,T2pa,65,13
1.4,1.65,fin97710c,T2pa,66,14
1.5,1.75,fin97710c,T2pa,67,15
1.6,1.85,fin97710c,T2pa,68,16
1.7,1.95,fin97710c,T2pa,69,17
1.8,2.05,fin97710c,T2pa,70,18
1.9,2.15,fin97710c,T2pa,71,19
2.0,2.25,fin97710c,T2pa,72,20
0.0,0.25,fin97710c,T2pi,73,0
0.1,0.35,fin97710c,T2pi,74,1
0.2,0.45,fin97710c,T2pi,75,2
0.3,0.55,fin97710c,T2pi,76,3
0.4,0.65,fin97710c,T2pi,77,4
0.5,0.75,fin97710c,T2pi,78,5
0.6,0.85,fin97710c,T2pi,79,6
0.7,0.95,fin97710c,T2pi,80,7
0.8,1.05,fin97710c,T2pi,81,8
0.9,1.15,fin97710c,T2pi,82,9
1.0,1.25,fin97710c,T2pi,83,10
1.1,1.35,fin97710c,T2pi,84,11
1.2,1.45,fin97710c,T2pi,85,12
1.3,1.55,fin97710c,T2pi,86,13
1.4,1.65,fin97710c,T2pi,87,14
1.5,1.75,fin97710c,T2pi,88,15
1.6,1.85,fin97710c,T2pi,89,16
