inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,nas05912a,T0unocinco,0,0
0.1,0.35,nas05912a,T0unocinco,1,1
0.2,0.45,nas05912a,T0unocinco,2,2
0.3,0.55,nas05912a,T0unocinco,3,3
0.4,0.65,nas05912a,T0unocinco,4,4
0.5,0.75,nas05912a,T0unocinco,5,5
0.6,0.85,nas05912a,T0unocinco,6,6
0.7,0.95,nas05912a,T0unocinco,7,7
0.8,1.05,nas05912a,T0unocinco,8,8
0.9,1.15,nas05912a,T0unocinco,9,9
1.0,1.25,nas05912a,T0unocinco,10,10
1.1,1.35,nas05912a,T0unocinco,11,11
1.2,1.45,nas05912a,T0unocinco,12,12
1.3,1.55,nas05912a,T0unocinco,13,13
1.4,1.65,nas05912a,T0unocinco,14,14
1.5,1.75,nas05912a,T0unocinco,15,15
0.0,0.25,nas05912a,T1unodiez,16,0
0.1,0.35,nas05912a,T1unodiez,17,1
0.2,0.45,nas05912a,T1unodiez,18,2
0.3,0.55,nas05912a,T1unodiez,19,3
0.4,0.65,nas05912a,T1unodiez,20,4
0.5,0.75,nas05912a,T1unodiez,21,5
0.6,0.85,nas05912a,T1unodiez,22,6
0.7,0.95,nas05912a,T1unodiez,23,7
0.8,1.05,nas05912a,T1unodiez,24,8
0.9,1.15,nas05912a,T1unodiez,25,9
1.0,1.25,nas05912a,T1unodiez,26,10
1.1,1.35,nas05912a,T1unodiez,27,11
1.2,1.45,nas05912a,T1unodiez,28,12
1.3,1.55,nas05912a,T1unodiez,29,13
1.4,1.65,nas05912a,T1unodiez,30,14
1.5,1.75,nas05912a,T1unodiez,31,15
1.6,1.85,nas05912a,T1unodiez,32,16
1.7,1.95,nas05912a,T1unodiez,33,17
1.8,2.05,nas05912a,T1unodiez,34,18
1.9,2.15,nas05912a,T1unodiez,35,19
2.0,2.25,nas05912a,T1unodiez,36,20
2.1,2.35,nas05912a,T1unodiez,37,21
2.2,2.45,nas05912a,T1unodiez,38,22
2.3,2.55,nas05912a,T1unodiez,39,23
2.4,2.65,nas05912a,T1unodiez,40,24
2.5,2.75,nas05912a,T1unodiez,41,25
2.6,2.85,nas05912a,T1unodiez,42,26
