inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin12604a,T1unodiez,0,0
0.1,0.35,fin12604a,T1unodiez,1,1
0.2,0.45,fin12604a,T1unodiez,2,2
0.3,0.55,fin12604a,T1unodiez,3,3
0.4,0.65,fin12604a,T1unodiez,4,4
0.5,0.75,fin12604a,T1unodiez,5,5
0.6,0.85,fin12604a,T1unodiez,6,6
0.7,0.95,fin12604a,T1unodiez,7,7
0.8,1.05,fin12604a,T1unodiez,8,8
0.9,1.15,fin12604a,T1unodiez,9,9
1.0,1.25,fin12604a,T1unodiez,10,10
1.1,1.35,fin12604a,T1unodiez,11,11
1.2,1.45,fin12604a,T1unodiez,12,12
1.3,1.55,fin12604a,T1unodiez,13,13
1.4,1.65,fin12604a,T1unodiez,14,14
1.5,1.75,fin12604a,T1unodiez,15,15
1.6,1.85,fin12604a,T1unodiez,16,16
1.7,1.95,fin12604a,T1unodiez,17,17
1.8,2.05,fin12604a,T1unodiez,18,18
1.9,2.15,fin12604a,T1unodiez,19,19
2.0,2.25,fin12604a,T1unodiez,20,20
2.1,2.35,fin12604a,T1unodiez,21,21
2.2,2.45,fin12604a,T1unodiez,22,22
2.3,2.55,fin12604a,T1unodiez,23,23
2.4,2.65,fin12604a,T1unodiez,24,24
2.5,2.75,fin12604a,T1unodiez,25,25
2.6,2.85,fin12604a,T1unodiez,26,26
2.7,2.95,fin12604a,T1unodiez,27,27
2.8,3.05,fin12604a,T1unodiez,28,28
2.9,3.15,fin12604a,T1unodiez,29,29
3.0,3.25,fin12604a,T1unodiez,30,30
3.1,3.35,fin12604a,T1unodiez,31,31
3.2,3.45,fin12604a,T1unodiez,32,32
3.3,3.55,fin12604a,T1unodiez,33,33
3.4,3.65,fin12604a,T1unodiez,34,34
3.5,3.75,fin12604a,T1unodiez,35,35
3.6,3.85,fin12604a,T1unodiez,36,36
3.7,3.95,fin12604a,T1unodiez,37,37
3.8,4.05,fin12604a,T1unodiez,38,38
3.9,4.15,fin12604a,T1unodiez,39,39
4.0,4.25,fin12604a,T1unodiez,40,40
4.1,4.35,fin12604a,T1unodiez,41,41
4.2,4.45,fin12604a,T1unodiez,42,42
4.3,4.55,fin12604a,T1unodiez,43,43
4.4,4.65,fin12604a,T1unodiez,44,44
4.5,4.75,fin12604a,T1unodiez,45,45
4.6,4.85,fin12604a,T1unodiez,46,46
4.7,4.95,fin12604a,T1unodiez,47,47
4.8,5.05,fin12604a,T1unodiez,48,48
4.9,5.15,fin12604a,T1unodiez,49,49
5.0,5.25,fin12604a,T1unodiez,50,50
5.1,5.35,fin12604a,T1unodiez,51,51
5.2,5.45,fin12604a,T1unodiez,52,52
5.3,5.55,fin12604a,T1unodiez,53,53
5.4,5.65,fin12604a,T1unodiez,54,54
5.5,5.75,fin12604a,T1unodiez,55,55
5.6,5.85,fin12604a,T1unodiez,56,56
5.7,5.95,fin12604a,T1unodiez,57,57
5.8,6.05,fin12604a,T1unodiez,58,58
5.9,6.15,fin12604a,T1unodiez,59,59
6.0,6.25,fin12604a,T1unodiez,60,60
6.1,6.35,fin12604a,T1unodiez,61,61
6.2,6.45,fin12604a,T1unodiez,62,62
6.3,6.55,fin12604a,T1unodiez,63,63
6.4,6.65,fin12604a,T1unodiez,64,64
6.5,6.75,fin12604a,T1unodiez,65,65
6.6,6.85,fin12604a,T1unodiez,66,66
6.7,6.95,fin12604a,T1unodiez,67,67
6.8,7.05,fin12604a,T1unodiez,68,68
6.9,7.15,fin12604a,T1unodiez,69,69
7.0,7.25,fin12604a,T1unodiez,70,70
7.1,7.35,fin12604a,T1unodiez,71,71
7.2,7.45,fin12604a,T1unodiez,72,72
7.3,7.55,fin12604a,T1unodiez,73,73
7.4,7.65,fin12604a,T1unodiez,74,74
7.5,7.75,fin12604a,T1unodiez,75,75
7.6,7.85,fin12604a,T1unodiez,76,76
7.7,7.95,fin12604a,T1unodiez,77,77
7.8,8.05,fin12604a,T1unodiez,78,78
7.9,8.15,fin12604a,T1unodiez,79,79
8.0,8.25,fin12604a,T1unodiez,80,80
8.1,8.35,fin12604a,T1unodiez,81,81
8.2,8.45,fin12604a,T1unodiez,82,82
8.3,8.55,fin12604a,T1unodiez,83,83
8.4,8.65,fin12604a,T1unodiez,84,84
8.5,8.75,fin12604a,T1unodiez,85,85
8.6,8.85,fin12604a,T1unodiez,86,86
8.7,8.95,fin12604a,T1unodiez,87,87
8.8,9.05,fin12604a,T1unodiez,88,88
8.9,9.15,fin12604a,T1unodiez,89,89
9.0,9.25,fin12604a,T1unodiez,90,90
9.1,9.35,fin12604a,T1unodiez,91,91
9.2,9.45,fin12604a,T1unodiez,92,92
9.3,9.55,fin12604a,T1unodiez,93,93
9.4,9.65,fin12604a,T1unodiez,94,94
9.5,9.75,fin12604a,T1unodiez,95,95
9.6,9.85,fin12604a,T1unodiez,96,96
0.0,0.25,fin12604a,T2pa,97,0
0.1,0.35,fin12604a,T2pa,98,1
0.2,0.45,fin12604a,T2pa,99,2
0.3,0.55,fin12604a,T2pa,100,3
0.4,0.65,fin12604a,T2pa,101,4
