inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,nas07508a,,0,0
0.1,0.35,nas07508a,,1,1
0.2,0.45,nas07508a,,2,2
0.3,0.55,nas07508a,,3,3
0.4,0.65,nas07508a,,4,4
0.5,0.75,nas07508a,,5,5
0.6,0.85,nas07508a,,6,6
0.7,0.95,nas07508a,,7,7
0.8,1.05,nas07508a,,8,8
0.9,1.15,nas07508a,,9,9
1.0,1.25,nas07508a,,10,10
1.1,1.35,nas07508a,,11,11
1.2,1.45,nas07508a,,12,12
1.3,1.55,nas07508a,,13,13
0.0,0.25,nas07508a,T1unodiez,14,0
0.1,0.35,nas07508a,T1unodiez,15,1
0.2,0.45,nas07508a,T1unodiez,16,2
0.3,0.55,nas07508a,T1unodiez,17,3
0.4,0.65,nas07508a,T1unodiez,18,4
0.5,0.75,nas07508a,T1unodiez,19,5
0.6,0.85,nas07508a,T1unodiez,20,6
0.7,0.95,nas07508a,T1unodiez,21,7
0.8,1.05,nas07508a,T1unodiez,22,8
0.9,1.15,nas07508a,T1unodiez,23,9
1.0,1.25,nas07508a,T1unodiez,24,10
1.1,1.35,nas07508a,T1unodiez,25,11
1.2,1.45,nas07508a,T1unodiez,26,12
1.3,1.55,nas07508a,T1unodiez,27,13
1.4,1.65,nas07508a,T1unodiez,28,14
1.5,1.75,nas07508a,T1unodiez,29,15
1.6,1.85,nas07508a,T1unodiez,30,16
1.7,1.95,nas07508a,T1unodiez,31,17
1.8,2.05,nas07508a,T1unodiez,32,18
1.9,2.15,nas07508a,T1unodiez,33,19
2.0,2.25,nas07508a,T1unodiez,34,20
2.1,2.35,nas07508a,T1unodiez,35,21
2.2,2.45,nas07508a,T1unodiez,36,22
2.3,2.55,nas07508a,T1unodiez,37,23
2.4,2.65,nas07508a,T1unodiez,38,24
2.5,2.75,nas07508a,T1unodiez,39,25
2.6,2.85,nas07508a,T1unodiez,40,26
2.7,2.95,nas07508a,T1unodiez,41,27
2.8,3.05,nas07508a,T1unodiez,42,28
2.9,3.15,nas07508a,T1unodiez,43,29
3.0,3.25,nas07508a,T1unodiez,44,30
3.1,3.35,nas07508a,T1unodiez,45,31
3.2,3.45,nas07508a,T1unodiez,46,32
3.3,3.55,nas07508a,T1unodiez,47,33
3.4,3.65,nas07508a,T1unodiez,48,34
3.5,3.75,nas07508a,T1unodiez,49,35
3.6,3.85,nas07508a,T1unodiez,50,36
3.7,3.95,nas07508a,T1unodiez,51,37
3.8,4.05,nas07508a,T1unodiez,52,38
3.9,4.15,nas07508a,T1unodiez,53,39
0.0,0.25,nas07508a,T2pa,54,0
0.1,0.35,nas07508a,T2pa,55,1
0.2,0.45,nas07508a,T2pa,56,2
0.3,0.55,nas07508a,T2pa,57,3
0.4,0.65,nas07508a,T2pa,58,4
0.5,0.75,nas07508a,T2pa,59,5
0.6,0.85,nas07508a,T2pa,60,6
0.7,0.95,nas07508a,T2pa,61,7
0.8,1.05,nas07508a,T2pa,62,8
0.9,1.15,nas07508a,T2pa,63,9
1.0,1.25,nas07508a,T2pa,64,10
1.1,1.35,nas07508a,T2pa,65,11
1.2,1.45,nas07508a,T2pa,66,12
1.3,1.55,nas07508a,T2pa,67,13
1.4,1.65,nas07508a,T2pa,68,14
1.5,1.75,nas07508a,T2pa,69,15
1.6,1.85,nas07508a,T2pa,70,16
1.7,1.95,nas07508a,T2pa,71,17
1.8,2.05,nas07508a,T2pa,72,18
1.9,2.15,nas07508a,T2pa,73,19
2.0,2.25,nas07508a,T2pa,74,20
2.1,2.35,nas07508a,T2pa,75,21
2.2,2.45,nas07508a,T2pa,76,22
0.0,0.25,nas07508a,T2pi,77,0
0.1,0.35,nas07508a,T2pi,78,1
0.2,0.45,nas07508a,T2pi,79,2
0.3,0.55,nas07508a,T2pi,80,3
0.4,0.65,nas07508a,T2pi,81,4
0.5,0.75,nas07508a,T2pi,82,5
0.6,0.85,nas07508a,T2pi,83,6
0.7,0.95,nas07508a,T2pi,84,7
0.8,1.05,nas07508a,T2pi,85,8
0.9,1.15,nas07508a,T2pi,86,9
1.0,1.25,nas07508a,T2pi,87,10
1.1,1.35,nas07508a,T2pi,88,11
1.2,1.45,nas07508a,T2pi,89,12
1.3,1.55,nas07508a,T2pi,90,13
1.4,1.65,nas07508a,T2pi,91,14
1.5,1.75,nas07508a,T2pi,92,15
1.6,1.85,nas07508a,T2pi,93,16
1.7,1.95,nas07508a,T2pi,94,17
1.8,2.05,nas07508a,T2pi,95,18
1.9,2.15,nas07508a,T2pi,96,19
2.0,2.25,nas07508a,T2pi,97,20
2.1,2.35,nas07508a,T2pi,98,21
2.2,2.45,nas07508a,T2pi,99,22
2.3,2.55,nas07508a,T2pi,100,23
2.4,2.65,nas07508a,T2pi,101,24
2.5,2.75,nas07508a,T2pi,102,25
2.6,2.85,nas07508a,T2pi,103,26
2.7,2.95,nas07508a,T2pi,104,27
2.8,3.05,nas07508a,T2pi,105,28
2.9,3.15,nas07508a,T2pi,106,29
3.0,3.25,nas07508a,T2pi,107,30
3.1,3.35,nas07508a,T2pi,108,31
3.2,3.45,nas07508a,T2pi,109,32
3.3,3.55,nas07508a,T2pi,110,33
3.4,3.65,nas07508a,T2pi,111,34
0.0,0.25,nas07508a,T2ta,112,0
0.1,0.35,nas07508a,T2ta,113,1
0.2,0.45,nas07508a,T2ta,114,2
0.3,0.55,nas07508a,T2ta,115,3
0.4,0.65,nas07508a,T2ta,116,4
0.5,0.75,nas07508a,T2ta,117,5
0.6,0.85,nas07508a,T2ta,118,6
0.7,0.95,nas07508a,T2ta,119,7
0.8,1.05,nas07508a,T2ta,120,8
0.9,1.15,nas07508a,T2ta,121,9
1.0,1.25,nas07508a,T2ta,122,10
1.1,1.35,nas07508a,T2ta,123,11
1.2,1.45,nas07508a,T2ta,124,12
1.3,1.55,nas07508a,T2ta,125,13
1.4,1.65,nas07508a,T2ta,126,14
1.5,1.75,nas07508a,T2ta,127,15
1.6,1.85,nas07508a,T2ta,128,16
1.7,1.95,nas07508a,T2ta,129,17
1.8,2.05,nas07508a,T2ta,130,18
1.9,2.15,nas07508a,T2ta,131,19
2.0,2.25,nas07508a,T2ta,132,20
2.1,2.35,nas07508a,T2ta,133,21
2.2,2.45,nas07508a,T2ta,134,22
2.3,2.55,nas07508a,T2ta,135,23
2.4,2.65,nas07508a,T2ta,136,24
2.5,2.75,nas07508a,T2ta,137,25
2.6,2.85,nas07508a,T2ta,138,26
2.7,2.95,nas07508a,T2ta,139,27
2.8,3.05,nas07508a,T2ta,140,28
2.9,3.15,nas07508a,T2ta,141,29
0.0,0.25,nas07508a,T2ti,142,0
0.1,0.35,nas07508a,T2ti,143,1
0.2,0.45,nas07508a,T2ti,144,2
