inicioEsp,finEsp,locutor,enunciado,numEspectrogramaMFCCArchivo,numEspectrogramaMFCCIntervalo
0.0,0.25,fin11804,T0unocinco,0,0
0.1,0.35,fin11804,T0unocinco,1,1
0.2,0.45,fin11804,T0unocinco,2,2
0.3,0.55,fin11804,T0unocinco,3,3
0.4,0.65,fin11804,T0unocinco,4,4
0.5,0.75,fin11804,T0unocinco,5,5
0.6,0.85,fin11804,T0unocinco,6,6
0.7,0.95,fin11804,T0unocinco,7,7
0.8,1.05,fin11804,T0unocinco,8,8
0.9,1.15,fin11804,T0unocinco,9,9
1.0,1.25,fin11804,T0unocinco,10,10
1.1,1.35,fin11804,T0unocinco,11,11
1.2,1.45,fin11804,T0unocinco,12,12
1.3,1.55,fin11804,T0unocinco,13,13
1.4,1.65,fin11804,T0unocinco,14,14
1.5,1.75,fin11804,T0unocinco,15,15
1.6,1.85,fin11804,T0unocinco,16,16
1.7,1.95,fin11804,T0unocinco,17,17
1.8,2.05,fin11804,T0unocinco,18,18
1.9,2.15,fin11804,T0unocinco,19,19
2.0,2.25,fin11804,T0unocinco,20,20
2.1,2.35,fin11804,T0unocinco,21,21
2.2,2.45,fin11804,T0unocinco,22,22
2.3,2.55,fin11804,T0unocinco,23,23
2.4,2.65,fin11804,T0unocinco,24,24
2.5,2.75,fin11804,T0unocinco,25,25
2.6,2.85,fin11804,T0unocinco,26,26
2.7,2.95,fin11804,T0unocinco,27,27
2.8,3.05,fin11804,T0unocinco,28,28
2.9,3.15,fin11804,T0unocinco,29,29
3.0,3.25,fin11804,T0unocinco,30,30
3.1,3.35,fin11804,T0unocinco,31,31
3.2,3.45,fin11804,T0unocinco,32,32
3.3,3.55,fin11804,T0unocinco,33,33
3.4,3.65,fin11804,T0unocinco,34,34
3.5,3.75,fin11804,T0unocinco,35,35
3.6,3.85,fin11804,T0unocinco,36,36
3.7,3.95,fin11804,T0unocinco,37,37
3.8,4.05,fin11804,T0unocinco,38,38
3.9,4.15,fin11804,T0unocinco,39,39
4.0,4.25,fin11804,T0unocinco,40,40
4.1,4.35,fin11804,T0unocinco,41,41
4.2,4.45,fin11804,T0unocinco,42,42
4.3,4.55,fin11804,T0unocinco,43,43
4.4,4.65,fin11804,T0unocinco,44,44
4.5,4.75,fin11804,T0unocinco,45,45
4.6,4.85,fin11804,T0unocinco,46,46
0.0,0.25,fin11804,T1unodiez,47,0
0.1,0.35,fin11804,T1unodiez,48,1
0.2,0.45,fin11804,T1unodiez,49,2
0.3,0.55,fin11804,T1unodiez,50,3
0.4,0.65,fin11804,T1unodiez,51,4
0.5,0.75,fin11804,T1unodiez,52,5
0.6,0.85,fin11804,T1unodiez,53,6
0.7,0.95,fin11804,T1unodiez,54,7
0.8,1.05,fin11804,T1unodiez,55,8
0.9,1.15,fin11804,T1unodiez,56,9
1.0,1.25,fin11804,T1unodiez,57,10
1.1,1.35,fin11804,T1unodiez,58,11
1.2,1.45,fin11804,T1unodiez,59,12
1.3,1.55,fin11804,T1unodiez,60,13
1.4,1.65,fin11804,T1unodiez,61,14
1.5,1.75,fin11804,T1unodiez,62,15
1.6,1.85,fin11804,T1unodiez,63,16
1.7,1.95,fin11804,T1unodiez,64,17
1.8,2.05,fin11804,T1unodiez,65,18
1.9,2.15,fin11804,T1unodiez,66,19
2.0,2.25,fin11804,T1unodiez,67,20
2.1,2.35,fin11804,T1unodiez,68,21
2.2,2.45,fin11804,T1unodiez,69,22
2.3,2.55,fin11804,T1unodiez,70,23
2.4,2.65,fin11804,T1unodiez,71,24
2.5,2.75,fin11804,T1unodiez,72,25
2.6,2.85,fin11804,T1unodiez,73,26
2.7,2.95,fin11804,T1unodiez,74,27
2.8,3.05,fin11804,T1unodiez,75,28
2.9,3.15,fin11804,T1unodiez,76,29
3.0,3.25,fin11804,T1unodiez,77,30
3.1,3.35,fin11804,T1unodiez,78,31
3.2,3.45,fin11804,T1unodiez,79,32
3.3,3.55,fin11804,T1unodiez,80,33
3.4,3.65,fin11804,T1unodiez,81,34
3.5,3.75,fin11804,T1unodiez,82,35
3.6,3.85,fin11804,T1unodiez,83,36
3.7,3.95,fin11804,T1unodiez,84,37
3.8,4.05,fin11804,T1unodiez,85,38
3.9,4.15,fin11804,T1unodiez,86,39
4.0,4.25,fin11804,T1unodiez,87,40
4.1,4.35,fin11804,T1unodiez,88,41
4.2,4.45,fin11804,T1unodiez,89,42
4.3,4.55,fin11804,T1unodiez,90,43
4.4,4.65,fin11804,T1unodiez,91,44
4.5,4.75,fin11804,T1unodiez,92,45
4.6,4.85,fin11804,T1unodiez,93,46
4.7,4.95,fin11804,T1unodiez,94,47
4.8,5.05,fin11804,T1unodiez,95,48
4.9,5.15,fin11804,T1unodiez,96,49
5.0,5.25,fin11804,T1unodiez,97,50
5.1,5.35,fin11804,T1unodiez,98,51
5.2,5.45,fin11804,T1unodiez,99,52
5.3,5.55,fin11804,T1unodiez,100,53
5.4,5.65,fin11804,T1unodiez,101,54
5.5,5.75,fin11804,T1unodiez,102,55
5.6,5.85,fin11804,T1unodiez,103,56
5.7,5.95,fin11804,T1unodiez,104,57
5.8,6.05,fin11804,T1unodiez,105,58
5.9,6.15,fin11804,T1unodiez,106,59
6.0,6.25,fin11804,T1unodiez,107,60
6.1,6.35,fin11804,T1unodiez,108,61
6.2,6.45,fin11804,T1unodiez,109,62
6.3,6.55,fin11804,T1unodiez,110,63
6.4,6.65,fin11804,T1unodiez,111,64
6.5,6.75,fin11804,T1unodiez,112,65
6.6,6.85,fin11804,T1unodiez,113,66
6.7,6.95,fin11804,T1unodiez,114,67
6.8,7.05,fin11804,T1unodiez,115,68
6.9,7.15,fin11804,T1unodiez,116,69
7.0,7.25,fin11804,T1unodiez,117,70
7.1,7.35,fin11804,T1unodiez,118,71
7.2,7.45,fin11804,T1unodiez,119,72
7.3,7.55,fin11804,T1unodiez,120,73
7.4,7.65,fin11804,T1unodiez,121,74
7.5,7.75,fin11804,T1unodiez,122,75
7.6,7.85,fin11804,T1unodiez,123,76
7.7,7.95,fin11804,T1unodiez,124,77
7.8,8.05,fin11804,T1unodiez,125,78
7.9,8.15,fin11804,T1unodiez,126,79
8.0,8.25,fin11804,T1unodiez,127,80
8.1,8.35,fin11804,T1unodiez,128,81
8.2,8.45,fin11804,T1unodiez,129,82
8.3,8.55,fin11804,T1unodiez,130,83
8.4,8.65,fin11804,T1unodiez,131,84
8.5,8.75,fin11804,T1unodiez,132,85
0.0,0.25,fin11804,T2pa,133,0
0.1,0.35,fin11804,T2pa,134,1
0.2,0.45,fin11804,T2pa,135,2
0.3,0.55,fin11804,T2pa,136,3
0.4,0.65,fin11804,T2pa,137,4
0.5,0.75,fin11804,T2pa,138,5
0.6,0.85,fin11804,T2pa,139,6
0.7,0.95,fin11804,T2pa,140,7
0.8,1.05,fin11804,T2pa,141,8
0.9,1.15,fin11804,T2pa,142,9
1.0,1.25,fin11804,T2pa,143,10
1.1,1.35,fin11804,T2pa,144,11
1.2,1.45,fin11804,T2pa,145,12
1.3,1.55,fin11804,T2pa,146,13
1.4,1.65,fin11804,T2pa,147,14
1.5,1.75,fin11804,T2pa,148,15
1.6,1.85,fin11804,T2pa,149,16
1.7,1.95,fin11804,T2pa,150,17
1.8,2.05,fin11804,T2pa,151,18
1.9,2.15,fin11804,T2pa,152,19
2.0,2.25,fin11804,T2pa,153,20
2.1,2.35,fin11804,T2pa,154,21
2.2,2.45,fin11804,T2pa,155,22
2.3,2.55,fin11804,T2pa,156,23
2.4,2.65,fin11804,T2pa,157,24
2.5,2.75,fin11804,T2pa,158,25
2.6,2.85,fin11804,T2pa,159,26
2.7,2.95,fin11804,T2pa,160,27
2.8,3.05,fin11804,T2pa,161,28
2.9,3.15,fin11804,T2pa,162,29
3.0,3.25,fin11804,T2pa,163,30
3.1,3.35,fin11804,T2pa,164,31
3.2,3.45,fin11804,T2pa,165,32
3.3,3.55,fin11804,T2pa,166,33
0.0,0.25,fin11804,T2pi,167,0
0.1,0.35,fin11804,T2pi,168,1
0.2,0.45,fin11804,T2pi,169,2
0.3,0.55,fin11804,T2pi,170,3
0.4,0.65,fin11804,T2pi,171,4
0.5,0.75,fin11804,T2pi,172,5
0.6,0.85,fin11804,T2pi,173,6
0.7,0.95,fin11804,T2pi,174,7
0.8,1.05,fin11804,T2pi,175,8
0.9,1.15,fin11804,T2pi,176,9
1.0,1.25,fin11804,T2pi,177,10
1.1,1.35,fin11804,T2pi,178,11
1.2,1.45,fin11804,T2pi,179,12
1.3,1.55,fin11804,T2pi,180,13
1.4,1.65,fin11804,T2pi,181,14
1.5,1.75,fin11804,T2pi,182,15
1.6,1.85,fin11804,T2pi,183,16
1.7,1.95,fin11804,T2pi,184,17
1.8,2.05,fin11804,T2pi,185,18
1.9,2.15,fin11804,T2pi,186,19
2.0,2.25,fin11804,T2pi,187,20
2.1,2.35,fin11804,T2pi,188,21
2.2,2.45,fin11804,T2pi,189,22
2.3,2.55,fin11804,T2pi,190,23
2.4,2.65,fin11804,T2pi,191,24
2.5,2.75,fin11804,T2pi,192,25
2.6,2.85,fin11804,T2pi,193,26
2.7,2.95,fin11804,T2pi,194,27
2.8,3.05,fin11804,T2pi,195,28
2.9,3.15,fin11804,T2pi,196,29
3.0,3.25,fin11804,T2pi,197,30
3.1,3.35,fin11804,T2pi,198,31
3.2,3.45,fin11804,T2pi,199,32
3.3,3.55,fin11804,T2pi,200,33
3.4,3.65,fin11804,T2pi,201,34
0.0,0.25,fin11804,T2ta,202,0
0.1,0.35,fin11804,T2ta,203,1
0.2,0.45,fin11804,T2ta,204,2
0.3,0.55,fin11804,T2ta,205,3
0.4,0.65,fin11804,T2ta,206,4
0.5,0.75,fin11804,T2ta,207,5
0.6,0.85,fin11804,T2ta,208,6
0.7,0.95,fin11804,T2ta,209,7
0.8,1.05,fin11804,T2ta,210,8
0.9,1.15,fin11804,T2ta,211,9
1.0,1.25,fin11804,T2ta,212,10
1.1,1.35,fin11804,T2ta,213,11
1.2,1.45,fin11804,T2ta,214,12
1.3,1.55,fin11804,T2ta,215,13
1.4,1.65,fin11804,T2ta,216,14
1.5,1.75,fin11804,T2ta,217,15
1.6,1.85,fin11804,T2ta,218,16
1.7,1.95,fin11804,T2ta,219,17
1.8,2.05,fin11804,T2ta,220,18
1.9,2.15,fin11804,T2ta,221,19
2.0,2.25,fin11804,T2ta,222,20
2.1,2.35,fin11804,T2ta,223,21
2.2,2.45,fin11804,T2ta,224,22
2.3,2.55,fin11804,T2ta,225,23
2.4,2.65,fin11804,T2ta,226,24
2.5,2.75,fin11804,T2ta,227,25
2.6,2.85,fin11804,T2ta,228,26
2.7,2.95,fin11804,T2ta,229,27
2.8,3.05,fin11804,T2ta,230,28
2.9,3.15,fin11804,T2ta,231,29
3.0,3.25,fin11804,T2ta,232,30
3.1,3.35,fin11804,T2ta,233,31
0.0,0.25,fin11804,T2ti,234,0
0.1,0.35,fin11804,T2ti,235,1
0.2,0.45,fin11804,T2ti,236,2
0.3,0.55,fin11804,T2ti,237,3
0.4,0.65,fin11804,T2ti,238,4
0.5,0.75,fin11804,T2ti,239,5
0.6,0.85,fin11804,T2ti,240,6
0.7,0.95,fin11804,T2ti,241,7
0.8,1.05,fin11804,T2ti,242,8
0.9,1.15,fin11804,T2ti,243,9
1.0,1.25,fin11804,T2ti,244,10
1.1,1.35,fin11804,T2ti,245,11
1.2,1.45,fin11804,T2ti,246,12
1.3,1.55,fin11804,T2ti,247,13
1.4,1.65,fin11804,T2ti,248,14
1.5,1.75,fin11804,T2ti,249,15
1.6,1.85,fin11804,T2ti,250,16
1.7,1.95,fin11804,T2ti,251,17
1.8,2.05,fin11804,T2ti,252,18
1.9,2.15,fin11804,T2ti,253,19
2.0,2.25,fin11804,T2ti,254,20
2.1,2.35,fin11804,T2ti,255,21
2.2,2.45,fin11804,T2ti,256,22
2.3,2.55,fin11804,T2ti,257,23
2.4,2.65,fin11804,T2ti,258,24
2.5,2.75,fin11804,T2ti,259,25
2.6,2.85,fin11804,T2ti,260,26
2.7,2.95,fin11804,T2ti,261,27
2.8,3.05,fin11804,T2ti,262,28
2.9,3.15,fin11804,T2ti,263,29
3.0,3.25,fin11804,T2ti,264,30
3.1,3.35,fin11804,T2ti,265,31
3.2,3.45,fin11804,T2ti,266,32
0.0,0.25,fin11804,T2ka,267,0
0.1,0.35,fin11804,T2ka,268,1
0.2,0.45,fin11804,T2ka,269,2
0.3,0.55,fin11804,T2ka,270,3
0.4,0.65,fin11804,T2ka,271,4
0.5,0.75,fin11804,T2ka,272,5
0.6,0.85,fin11804,T2ka,273,6
0.7,0.95,fin11804,T2ka,274,7
0.8,1.05,fin11804,T2ka,275,8
0.9,1.15,fin11804,T2ka,276,9
1.0,1.25,fin11804,T2ka,277,10
1.1,1.35,fin11804,T2ka,278,11
1.2,1.45,fin11804,T2ka,279,12
1.3,1.55,fin11804,T2ka,280,13
1.4,1.65,fin11804,T2ka,281,14
1.5,1.75,fin11804,T2ka,282,15
1.6,1.85,fin11804,T2ka,283,16
1.7,1.95,fin11804,T2ka,284,17
1.8,2.05,fin11804,T2ka,285,18
1.9,2.15,fin11804,T2ka,286,19
2.0,2.25,fin11804,T2ka,287,20
2.1,2.35,fin11804,T2ka,288,21
